,bm25,likelyhood,pln,simple,tfidf,unigram
10,"(u'TRIBECCA_HOME_Myra_Vintage_Industrial_Modern_Rustic_Cocktail_Table', 16.336018168590492)","('/home/wb/Documents/furniture/TRIBECCA_HOME_Myra_Vintage_Industrial_Modern_Rustic_Cocktail_Table', 1.3526966980645099)","(u'Furniture_of_America_Carpenter_Rustic_Weathered_Oak_Caster_Wheel_Coffee_Table', 0.73649694936747467)","(u'INSPIRE_Q_Huntington_Trestle_Baluster_Extending_Dining_Table', 6)","(u'Tokyo_Drop_Leaf_Rectangle_Dining_Table', 15.503860299453603)","('/home/wb/Documents/furniture/Hand-painted_Distressed_Black_and_Antique_White_Finish_Accent_Table', 25.459221879255949)"
11,"(u'Kosas_Home_Winfrey_Dining_Table', 16.336018168590492)","('/home/wb/Documents/furniture/Grace_Flower_Patterned_Fabric_Accent_Chair', 1.3469647308895922)","(u'Furniture_of_America_Wakiaka_Unique_Pagoda_Coffee_Table', 0.73649694936747467)","(u'Simplify_Half_Round_Console', 5)","(u'Cora_Patterned_Fabric_Accent_Chair', 13.06923623078869)","('/home/wb/Documents/furniture/Simple_Living_Layla_Black_Buffet', 25.459221879255949)"
12,"(u'Cosco_6-foot_Center_Fold_Table', 15.450957240496873)","('/home/wb/Documents/furniture/Bush_Furniture_Birmingham_Lateral_File_in_Antique_Black', 1.3441687329381811)","(u'Greyson_Living_Monoco_Leather_Chairs_(Set_of_2)', 0.69533420031746107)","(u'Enonville_Scalloped_3-Drawer_Console_Table', 5)","(u'Simplify_Half_Round_Console', 12.979624642042278)","('/home/wb/Documents/furniture/Simple_Living_Slat_Black_Rubberwood_Dining_Chairs_(Set_of_4)', 25.459221879255949)"
13,"(u'Black_Finish_Console_Sofa_Entry_Table_with_Drawer', 15.450957240496873)","('/home/wb/Documents/furniture/Cora_Patterned_Fabric_Accent_Chair', 1.3414178708830462)","(u'angelo:HOME_Hillgate_Antique_Burnt_Oak_Rectangular_Dining_Table', 0.68738805854097207)","(u'Badger_Basket_Sleigh-style_White_Changing_Table', 5)","(u'Enonville_Scalloped_3-Drawer_Console_Table', 12.979624642042278)","('/home/wb/Documents/furniture/Solid_Pine_Industrial_Wood_Sideboard', 25.459221879255949)"
14,"(u'Simple_Living_Rubberwood_Farmhouse_Table', 14.211871941165803)","('/home/wb/Documents/furniture/Black_Finish_Console_Sofa_Entry_Table_with_Drawer', 1.3400272660525492)","(u'Altra_Round_Espresso_End_Table', 0.68738805854097207)","(u'Soho_Live_Edge_Dining_Table', 5)","(u'Distressed_Reclaimed-look_Black_Dining_Table', 12.979624642042278)","('/home/wb/Documents/furniture/WYNDENHALL_Norfolk_End_Table', 25.459221879255949)"
15,"(u'Greyson_Living_Hampton_Dark_Brown_Cherry_62-inch_Round_Dining_Table', 14.211871941165803)","('/home/wb/Documents/furniture/Simple_Living_Wing_Recliner', 1.3387110503687545)","(u'Tokyo_Drop_Leaf_Rectangle_Dining_Table', 0.68738805854097207)","(u'Cora_Patterned_Fabric_Accent_Chair', 5)","(u'Badger_Basket_Sleigh-style_White_Changing_Table', 12.919883582878002)","('/home/wb/Documents/furniture/Wood_Leg_Accent_Chairs_(Set_of_2)', 25.459221879255949)"
16,"(u'Furniture_of_America_Knox_Dark_Espresso_Storage_Box_Coffee_Table', 14.211871941165803)","('/home/wb/Documents/furniture/Idris_Solid_Sheesham_Wood_Console_Table_Dark_Sheesham', 1.3373183369049613)","(u'Cora_Patterned_Fabric_Accent_Chair', 0.65337999681051473)","(u'Furniture_of_America_Briggs_Contemporary_Dark_Walnut_48-inch_Dining_Table', 5)","(u'Soho_Live_Edge_Dining_Table', 12.919883582878002)","('/home/wb/Documents/furniture/Wood_Leg_White_Accent_Chairs_In_White_(Set_of_2)_-_(As_Is_Item)', 25.459221879255949)"
17,"(u'Furniture_of_America_Marque_Functional_Black_Finish_Console_Table', 12.913122965288693)","('/home/wb/Documents/furniture/Furniture_of_America_Cosbin_Bold_Antique_Black_3-drawer_Sofa_Table', 1.3370773839680152)","(u'Soho_Live_Edge_Dining_Table', 0.64591329937752795)","(u'Simple_Living_Rubberwood_Farmhouse_Table', 5)","(u'Furniture_of_America_Briggs_Contemporary_Dark_Walnut_48-inch_Dining_Table', 12.919883582878002)","('/home/wb/Documents/furniture/ABBYSON_LIVING_Aspen_Black_Leather_Foldable_Futon_Sleeper_Sofa_Bed', 5.1085594989561587)"
18,"(u'Simple_Living_Slat_Black_Rubberwood_Dining_Chairs_(Set_of_4)', 12.913122965288693)","('/home/wb/Documents/furniture/Greyson_Living_Hampton_Dark_Brown_Cherry_62-inch_Round_Dining_Table', 1.3304160510224299)","(u'Signature_Design_by_Ashley_Ralene_Rectangular_Butterfly_Extension_Dining_Table', 0.64591329937752795)","(u'Signature_Design_by_Ashley_Ralene_Rectangular_Butterfly_Extension_Dining_Table', 5)","(u'Simple_Living_Rubberwood_Farmhouse_Table', 12.919883582878002)","('/home/wb/Documents/furniture/ABBYSON_LIVING_Bella_Black_PU_Leather_Sectional', 5.1085594989561587)"
19,"(u'Simple_Living_Alexa_Round_Pedestal_Dining_Table', 12.913122965288693)","('/home/wb/Documents/furniture/Distressed_Reclaimed-look_Black_Dining_Table', 1.3270063780170382)","(u'Badger_Basket_Sleigh-style_White_Changing_Table', 0.64591329937752795)","(u'Distressed_Reclaimed-look_Black_Dining_Table', 5)","(u'Signature_Design_by_Ashley_Ralene_Rectangular_Butterfly_Extension_Dining_Table', 12.919883582878002)","('/home/wb/Documents/furniture/ABBYSON_LIVING_Marquee_Black_Convertible_Sofa', 5.1085594989561587)"
20,"(u'WYNDENHALL_Norfolk_End_Table', 12.913122965288693)","('/home/wb/Documents/furniture/Simple_Living_Slat_Black_Rubberwood_Dining_Chairs_(Set_of_4)', 1.325773671632877)","(u'Furniture_of_America_Briggs_Contemporary_Dark_Walnut_48-inch_Dining_Table', 0.64591329937752795)","(u'Greyson_Living_Hampton_Dark_Brown_Cherry_62-inch_Round_Dining_Table', 5)","(u'Greyson_Living_Hampton_Dark_Brown_Cherry_62-inch_Round_Dining_Table', 12.919883582878002)","('/home/wb/Documents/furniture/ABBYSON_LIVING_Newport_Double_Cushion_Convertible_Sofa', 5.1085594989561587)"
21,"(u'Greyson_Living_Monoco_48-inch_Round_Glass_Top_Table', 12.913122965288693)","('/home/wb/Documents/furniture/WYNDENHALL_Norfolk_End_Table', 1.325773671632877)","(u'Baxton_Studio_Rudd_Contemporary_Black_White_Shoe_Cabinet_With_2_Doors', 0.60167028779169496)","(u'Furniture_of_America_Knox_Dark_Espresso_Storage_Box_Coffee_Table', 5)","(u'Furniture_of_America_Knox_Dark_Espresso_Storage_Box_Coffee_Table', 12.919883582878002)","('/home/wb/Documents/furniture/ABBYSON_LIVING_Signature_Convertible_Sofa', 5.1085594989561587)"
22,"(u'Finn_Tall_Bookcase', 12.778808758993387)","('/home/wb/Documents/furniture/Cosmo_Oversize_Accent_Chair', 1.323338002447066)","(u'INSPIRE_Q_Marion_Nailhead_Wingback_Tufted_King-sized_Headboard', 0.60167028779169496)","(u'Etlan_Black_1-Drawer_Corner_Table', 4)","(u'Ralston_Bonded_Leather_Reclining_Sofa', 10.455388984630952)","('/home/wb/Documents/furniture/Albany_Wood_Shoe_Storage_Cabinet_with_Mirror_In_Black', 5.1085594989561587)"
23,"(u'Barcelona_Faux_Leather_Reclining_Living_Room_Sofa', 12.778808758993387)","('/home/wb/Documents/furniture/Metal_28-inch_Wall_Wine_Rack_', 1.3209116330411419)","(u'Altra_5_Shelf_Bookcase', 0.60167028779169496)","(u'Kosas_Home_Scotto_Dining_Table', 4)","(u'TRIBECCA_HOME_Eli_Rustic_Two-tone_Ladder_Back_Side_Chairs_(_Set_of_2)', 10.455388984630952)","('/home/wb/Documents/furniture/Allen_2-drawer_Bookcase', 5.1085594989561587)"
24,"(u'Simple_Living_5-piece_Burntwood_Dining_Set_', 12.632775058814047)","('/home/wb/Documents/furniture/Villa_Faux_Leather_Black_Dining_Chairs_(Set_of_2)', 1.3209116330411419)","(u'Ralston_Bonded_Leather_Reclining_Loveseat', 0.60167028779169496)","(u'Cosco_6-foot_Center_Fold_Table', 4)","(u'Finn_Tall_Bookcase', 10.455388984630952)","('/home/wb/Documents/furniture/Altra_5_Shelf_Black_Cherry_Bookcase', 5.1085594989561587)"
25,"(u'Mongolia_Mango_Wood_Dining_Table', 12.632775058814047)","('/home/wb/Documents/furniture/Greyson_Living_Monoco_48-inch_Round_Glass_Top_Table', 1.3204020552031153)","(u'Ralston_Bonded_Leather_Reclining_Sofa', 0.60167028779169496)","(u'Safavieh_Cape_Cod_Black_Swivel_Storage_Accent_Table', 4)","(u'Altra_5_Shelf_Bookcase', 10.455388984630952)","('/home/wb/Documents/furniture/Altra_5_Shelf_Bookcase', 5.1085594989561587)"
26,"(u'Sorrento_Dining_Table', 12.632775058814047)","('/home/wb/Documents/furniture/TRIBECCA_HOME_Mackenzie_Country_Dining_Table', 1.3190972215443502)","(u'TRIBECCA_HOME_Eli_Rustic_Two-tone_Ladder_Back_Side_Chairs_(_Set_of_2)', 0.60167028779169496)","(u'Furniture_of_America_Tepekiie_Two-side_Open_Coffee_Table', 4)","(u'Barcelona_Faux_Leather_Reclining_Living_Room_Sofa', 10.455388984630952)","('/home/wb/Documents/furniture/Altra_Black_Ladder_Frame_Bookcases_(Set_of_2)', 5.1085594989561587)"
27,"(u'Somette_Liberty_Light_Oak_2-piece_Dining_Set', 12.632775058814047)","('/home/wb/Documents/furniture/ABBYSON_LIVING_Signature_Convertible_Sofa', 1.3161674204414195)","(u'Kosas_Home_Scotto_Dining_Table', 0.59479451869057642)","(u'Solid_Pine_Industrial_Wood_Sideboard', 4)","(u'INSPIRE_Q_Marion_Nailhead_Wingback_Tufted_King-sized_Headboard', 10.455388984630952)","('/home/wb/Documents/furniture/Altra_Blackburn_Storage_Bookcase', 5.1085594989561587)"
28,"(u'TRIBECCA_HOME_Atelier_Traditional_French_Burnished_Brown_Pedestal_Extending_Dining_Table', 12.632775058814047)","('/home/wb/Documents/furniture/ABBYSON_LIVING_Aspen_Black_Leather_Foldable_Futon_Sleeper_Sofa_Bed', 1.3138479582164271)","(u'Greyson_Living_Chester_96-Inch_Dining_Table', 0.59479451869057642)","(u'Ralston_Bonded_Leather_Reclining_Sofa', 4)","(u'Ralston_Bonded_Leather_Reclining_Loveseat', 10.455388984630952)","('/home/wb/Documents/furniture/Altra_Elmwood_Double_Pedestal_Desk', 5.1085594989561587)"
29,"(u'Magnussen_Loren_Wood_Large_Round_Dining_Table', 12.632775058814047)","('/home/wb/Documents/furniture/TRIBECCA_HOME_Eli_Rustic_Two-tone_Ladder_Back_Side_Chairs_(_Set_of_2)', 1.3138479582164271)","(u'TRIBECCA_HOME_Benchwright_Rustic_Pine_Trestle_Reinforced_Concrete_Dining_Table', 0.59479451869057642)","(u'Christopher_Knight_Home_Outdoor_Puerta_5-piece_Wicker_Sectional_Sofa_Set_with_Cushions', 4)","(u'Baxton_Studio_Rudd_Contemporary_Black_White_Shoe_Cabinet_With_2_Doors', 10.455388984630952)","('/home/wb/Documents/furniture/Altra_Landry_Black_Ebony_Ash_Microwave_Cart', 5.1085594989561587)"
