,bm25,likelyhood,pln,simple,tfidf,unigram
10,"(u'Grayson_Navy_Accent_Chair', 14.35698728380658)","(""/home/wb/Documents/furniture/Cortesi_Home_'Chicco'_Blue_Armless_Accent_Chair"", 1.3543159988380258)","(u'Ave_Six_Kendall_Tufted_Chair', 0.83438773969233015)","(u'Aberly_Accent_Chair', 5)","(u'Ave_Six_Kendall_Tufted_Chair', 11.764957121511681)","('/home/wb/Documents/furniture/Ave_Six_Kendall_Tufted_Chair', 21.782113618418318)"
11,"(u'Reece_Linen_Script_Accent_Chair', 14.35698728380658)","('/home/wb/Documents/furniture/Reece_Linen_Script_Accent_Chair', 1.3480122837681403)","(u'HomePop_Classic_Brown_Tan_Sage_Leaf_Fabric_Dining_Chair', 0.83438773969233015)","(u'Cora_Patterned_Fabric_Accent_Chair', 5)","(u'NPS_Reinforced_Fan-back_Polyfold_Chairs_(Pack_of_12)', 11.764957121511681)","('/home/wb/Documents/furniture/Ave_Six_Marina_Accent_Chair_with_Inner_Box_Spring_and_Solid_Wood_Legs', 21.782113618418318)"
12,"(u'Grayson_Rust_Accent_Chair', 14.35698728380658)","('/home/wb/Documents/furniture/LYKE_Home_Daryl_Cream_Motion_Loveseat', 1.3441687329381811)","(u'Luxenberg_Mid_Century_Modern_Barrel_Back_Design_Yellow_Accent_Chair_with_Nailhead_Trim', 0.77704999518205009)","(u'Pisano_chenille_Fabric_Armless_Contemporary_Accent_Chair_with_Matching_Kidney_Pillow', 5)","(u'Cora_Patterned_Fabric_Accent_Chair', 11.764957121511681)","('/home/wb/Documents/furniture/Baxton_Studio_Brittany_Upholstered_Button_Tufted_Modern_Club_Chair', 21.782113618418318)"
13,"(u'HERCULES_Series_Wood_Folding_Chair_with_Vinyl_Padded_Seat', 14.35698728380658)","('/home/wb/Documents/furniture/Ave_Six_Marina_Accent_Chair_with_Inner_Box_Spring_and_Solid_Wood_Legs', 1.3336866180482154)","(u'ProLounger_Lya_Cream_Renu_Leather_Power_Recline_and_Lift_Wall_Hugger_Chair', 0.77704999518205009)","(u'HomePop_Classic_Brown_Tan_Sage_Leaf_Fabric_Dining_Chair', 5)","(u'Pisano_chenille_Fabric_Armless_Contemporary_Accent_Chair_with_Matching_Kidney_Pillow', 11.764957121511681)","('/home/wb/Documents/furniture/Bergamot_Black_Resin_folding_chairs', 21.782113618418318)"
14,"(u'Hercules_Series_880-pound_Capacity_Heavy_Duty_White_Plastic_Folding_Chair', 14.35698728380658)","('/home/wb/Documents/furniture/Mid-century_Blue_Linen_Wing_Chair_', 1.3303820139294797)","(u'HomePop_Navy_Chunky_Textured_Accent_Chair', 0.77704999518205009)","(u'ProLounger_Lya_Black_Renu_Leather_Power_Recline_and_Lift_Wall_Hugger_Chair', 5)","(u'HomePop_Classic_Brown_Tan_Sage_Leaf_Fabric_Dining_Chair', 11.764957121511681)","('/home/wb/Documents/furniture/Bergamot_Mahogany_Color_Resin_folding_chairs', 21.782113618418318)"
15,"(u'Baxton_Studio_Brittany_Upholstered_Button_Tufted_Modern_Club_Chair', 14.35698728380658)","('/home/wb/Documents/furniture/Wood_Chair_with_Hemp_Seat', 1.3303820139294797)","(u'Aqua_Armless_Tufted_Back_Chair', 0.77704999518205009)","(u'Mid-century_Blue_Linen_Wing_Chair_', 5)","(u'ProLounger_Lya_Black_Renu_Leather_Power_Recline_and_Lift_Wall_Hugger_Chair', 11.764957121511681)","('/home/wb/Documents/furniture/Bergamot_White_Resin_folding_chairs', 21.782113618418318)"
16,"(u'Ave_Six_Marina_Accent_Chair_with_Inner_Box_Spring_and_Solid_Wood_Legs', 12.837119797059165)","('/home/wb/Documents/furniture/Reclaimed_Teak_Chair_Set_(India)', 1.326776958518417)","(u'NPS_Fabric_Upholstered_Premium_Folding_Chairs_(Pack_of_4)', 0.77704999518205009)","(u'Christopher_Knight_Home_Malone_Charcoal_Grey_Club_Chair', 5)","(u'Mid-century_Blue_Linen_Wing_Chair_', 11.764957121511681)","('/home/wb/Documents/furniture/Beso_Accent_Chair', 21.782113618418318)"
17,"(u'Contemporary_Tahoe_Bark_Chenille_Rocker_Recliner', 12.837119797059165)","('/home/wb/Documents/furniture/NPS_Reinforced_Fan-back_Polyfold_Chairs_(Pack_of_12)', 1.3248965831827682)","(u'White_or_Black_Plastic_Folding_Chair', 0.77704999518205009)","(u'ProLounger_Tuff_Stuff_Taupe_Synthetic_Leather_Wall_Hugger_Storage_Arm_Recliner', 5)","(u'INSPIRE_Q_Olivia_Bonded_Leather_Swivel_Recliner_Chair_with_Ottoman', 11.239637567217928)","('/home/wb/Documents/furniture/Camilla_Navy_Accent_Chair', 21.782113618418318)"
18,"(u'Milano_Lounger_Chair', 12.746058552228503)","('/home/wb/Documents/furniture/LYKE_Home_Daryl_Cream_Motion_Sofa', 1.3236439033945953)","(u'Shermer_Tufted_Bonded_Leather_Classic_Side_Chairs_(Set_of_2)', 0.77704999518205009)","(u'Eames_Style_White_Molded_Plastic_Side_Chair', 4)","(u'Christopher_Knight_Home_Malone_Charcoal_Grey_Club_Chair', 11.239637567217928)","('/home/wb/Documents/furniture/Christopher_Knight_Home_Dinah_Roll_Top_White_Fabric_Dining_Chair_(Set_of_2)', 21.782113618418318)"
19,"(u'Rouen_Bonded_Leather_Recliner_Motion_Living_Room_Set', 12.635914495451727)","('/home/wb/Documents/furniture/HomePop_Classic_Brown_Tan_Sage_Leaf_Fabric_Dining_Chair', 1.3144558399328072)","(u'Altra_Wooden_Side_Table', 0.77704999518205009)","(u'NPS_Reinforced_Fan-back_Polyfold_Chairs_(Pack_of_4)', 4)","(u'Select_Luxury_Reversible_4-inch_Queen-size_Foam_Sofa_Bed_Sleeper_Mattress', 11.092988270949359)","('/home/wb/Documents/furniture/Christopher_Knight_Home_Parisian_White_Leather_Sofa_Chair', 21.782113618418318)"
20,"(u'Mega_Motion_Reclining_Lifting_Chair', 12.149201333103058)","(""/home/wb/Documents/furniture/'S'_Panton_Style_Small_White_Chair"", 1.3139556906837175)","(u'White_T-Back_Parsons_Chair_(Set_of_2)', 0.72674242133729039)","(u'Mega_Motion_Upholstered_Brown_Lift_Chair', 4)","(u'Danbury_Metal_Contoured_Upholstered_Dining_Chair_(Set_of_2)', 10.762641567582072)","('/home/wb/Documents/furniture/Christopher_Knight_Home_T-stitch_Teal_Blue_Leather_Dining_Chairs_(Set_of_2)', 21.782113618418318)"
21,"(u'DarLiving_Honeycomb_Folding_Chair_(Set_of_2)', 12.149201333103058)","('/home/wb/Documents/furniture/KidKraft_Fire_Truck_Toddler_Bed', 1.3054472461792335)","(u'Simple_Living_Camden_Dining_Chair_(Set_of_4)', 0.72674242133729039)","(u'Extra-Wide_18-inch_Premium_American_Oak_Directors_Chair', 4)","(u'INSPIRE_Q_Jourdan_Linen_Sloped_Arm_Hostess_Chair', 10.042349162361852)","('/home/wb/Documents/furniture/Contemporary_Tahoe_Bark_Chenille_Rocker_Recliner', 21.782113618418318)"
22,"(u'ABBYSON_LIVING_Fulton_Beige_Velvet_Fabric_Tufted_Armchair', 12.149201333103058)","('/home/wb/Documents/furniture/ABBYSON_LIVING_Fulton_Beige_Velvet_Fabric_Tufted_Armchair', 1.3020885124617614)","(u'TRIBECCA_HOME_Elko_Print_Armless_Curved_Back_Accent_Chair', 0.69778216478430599)","(u'Gabir_Accent_Chair', 4)","(u'NPS_Reinforced_Fan-back_Polyfold_Chairs_(Pack_of_4)', 9.517029608068096)","('/home/wb/Documents/furniture/Cora_Patterned_Fabric_Accent_Chair', 21.782113618418318)"
23,"(u'Anna_Grey_White_Chevron_Accent_Chair', 12.149201333103058)","('/home/wb/Documents/furniture/Simple_Living_Camden_Dining_Chair_(Set_of_4)', 1.2903509143009773)","(u'Cosco_Fabric_Seat_Folding_Chairs_(Set_of_4)', 0.69778216478430599)","(u'Wood_Chair_with_Hemp_Seat', 4)","(u'Gabir_Accent_Chair', 9.517029608068096)","(""/home/wb/Documents/furniture/Cortesi_Home_'Chicco'_Blue_Armless_Accent_Chair"", 21.782113618418318)"
24,"(u'Kosas_Home_Alicia_Chair', 12.149201333103058)","('/home/wb/Documents/furniture/Ivory_Bonded_Leather_Swivel_Glider_Recliner', 1.2856900261707602)","(u'Tux_Solid_Accent_Chair', 0.69778216478430599)","(u'NPS_Fabric_Upholstered_Premium_Folding_Chairs_(Pack_of_4)', 4)","(u'Wood_Chair_with_Hemp_Seat', 9.517029608068096)","('/home/wb/Documents/furniture/Cosco_Fabric_Seat_Folding_Chairs_(Set_of_4)', 21.782113618418318)"
25,"(u'Alice_Fabric_Accent_Chair', 12.149201333103058)","('/home/wb/Documents/furniture/Baxton_Studio_Brittany_Upholstered_Button_Tufted_Modern_Club_Chair', 1.2826722875156555)","(u'NPS_Premium_Lightweight_Plastic_Folding_Chair_(Pack_of_4)', 0.69778216478430599)","(u'Dexter_Navy_Armless_Chair', 4)","(u'NPS_Fabric_Upholstered_Premium_Folding_Chairs_(Pack_of_4)', 9.517029608068096)","('/home/wb/Documents/furniture/Daisy_White_Resin_Folding_Chairs_with_Slatted_Seat', 21.782113618418318)"
26,"(u'Ivory_Bonded_Leather_Swivel_Glider_Recliner', 12.149201333103058)","('/home/wb/Documents/furniture/Aberly_Accent_Chair', 1.2824917980570176)","(u'Elliya_Fabric_White_Nailheads_Parsons_Chairs_(Set_of_2)', 0.69778216478430599)","(u'Christopher_Knight_Home_Hariata_Fabric_Contour_Chair_with_Ottoman_Set', 4)","(u""Cortesi_Home_'Chicco'_Blue_Armless_Accent_Chair"", 9.517029608068096)","('/home/wb/Documents/furniture/Dark_Grey_Power_Remote_Control_Lift_Recliner', 21.782113618418318)"
27,"(u'Christopher_Knight_Home_Parisian_White_Leather_Sofa_Chair', 12.149201333103058)","('/home/wb/Documents/furniture/Grayson_Navy_Accent_Chair', 1.2806131058274342)","(u'INSPIRE_Q_Peterson_Floral_Accent_Slipper_Chair', 0.69778216478430599)","(u'Portfolio_Niles_Beige_Retro_Dot_Armless_Chair', 4)","(u'Taylor_Navy_Tufted-back_Accent_Chair', 9.517029608068096)","('/home/wb/Documents/furniture/Furniture_of_America_Aurese_Chenille_Reclining_Sofa', 21.782113618418318)"
28,"(u'Dexter_Navy_Armless_Chair', 10.989867843501974)","('/home/wb/Documents/furniture/Taylor_Navy_Tufted-back_Accent_Chair', 1.275713758797814)","(u'Gracie_Aqua_Retro_Arm_Chair', 0.69778216478430599)","(u""Cortesi_Home_'Chicco'_Blue_Armless_Accent_Chair"", 4)","(u'Grayson_Navy_Accent_Chair', 9.517029608068096)","('/home/wb/Documents/furniture/Furniture_of_America_Matthias_Industrial_Rustic_Pine_Upholstered_Dining_Chair_(Set_of_2)', 21.782113618418318)"
29,"(u'Portfolio_Hana_Barley_Tan_Trellis_Wingback_Chair_and_Ottoman_Set', 10.989867843501974)","('/home/wb/Documents/furniture/Sofab_Muse_II_Three_Seat_Sofa_with_Two_Toss_Pillows', 1.2746065748866908)","(u'Camilla_Navy_Accent_Chair', 0.69778216478430599)","(u'Safavieh_Carson_Grey_Wash_Acacia_Wood_4-piece_Outdoor_Furniture_Set', 4)","(u'Aqua_Armless_Tufted_Back_Chair', 9.517029608068096)","('/home/wb/Documents/furniture/Furniture_of_America_Peyton_2-piece_Sofa_Sofa_Bed_and_Chair_Set', 21.782113618418318)"
