,bm25,likelyhood,pln,simple,tfidf,unigram
10,"(u'Shaker_Series_48-inch_Natural_Finish_On_The_Wall_Cabinet', 25.328117055621735)","('/home/wb/Documents/furniture/Shaker_Series_42-inch_Natural_Finish_On_The_Wall_Cabinet', 1.5009807606268353)","(u'Shaker_Series_24-inch_Natural_Finish_5.5-inch_Deep_Inside_Open_Shelf_On_The_Wall_Cabinet', 1.2135214480851086)","(u'Shaker_Series_48-inch_Natural_Finish_On_The_Wall_Cabinet', 10)","(u'Shaker_Series_30-inch_Natural_Finish_5.5-inch_Deep_Inside_On_The_Wall_Cabinet', 27.25797955603347)","('/home/wb/Documents/furniture/Ashley_Series_42-inch_Wood_Glass_Wall_Cabinet', 62.527843641069722)"
11,"(u'Shaker_Series_30-inch_Natural_Finish_6-inch_Open_Shelf_On_The_Wall_Cabinet', 25.328117055621735)","('/home/wb/Documents/furniture/Shaker_Series_Unfinished_Wall_Cabinet_', 1.4982685352021263)","(u'Shaker_Series_30-inch_Natural_Finish_5.5-inch_Deep_Shelf_On_The_Wall_Cabinet', 1.2135214480851086)","(u'Shaker_Series_30-inch_Natural_Finish_5.5-inch_Deep_Shelf_On_The_Wall_Cabinet', 10)","(u'Shaker_Series_48-inch_Natural_Finish_On_The_Wall_Cabinet', 27.25797955603347)","('/home/wb/Documents/furniture/Ashley_Series_48x7.25-inch_Unfinished_Wood_Wall_Cabinet', 62.527843641069722)"
12,"(u'Shaker_Series_42-inch_Natural_Finish_5.5-inch_Deep_Inside_Open_Shelf_On_The_Wall_Cabinet', 24.538218162552091)","('/home/wb/Documents/furniture/Shaker_Series_48-inch_Wall_Cabinet', 1.489343316488789)","(u'Upton_Home_Cherry_Window_Pane_Media_Cabinet', 1.206966322610515)","(u'Shaker_Series_30-inch_Natural_Finish_6-inch_Open_Shelf_On_The_Wall_Cabinet', 10)","(u'Shaker_Series_30-inch_Natural_Finish_5.5-inch_Deep_Shelf_On_The_Wall_Cabinet', 27.25797955603347)","('/home/wb/Documents/furniture/Baldwin_72-inch_Natural_Recessed_Pantry_Storage_Cabinet', 62.527843641069722)"
13,"(u'Andrew_Series_Right_Hand_Double_Offset_On_the_Wall_Cabinet_(3.5_inches_deep)', 24.512208115208274)","('/home/wb/Documents/furniture/Shaker_Series_18-inch_Wall_Cabinet', 1.476598222436533)","(u'Upton_Home_Glass_Paneled_6-shelf_Oak_Media_Cabinet', 1.1674895610327027)","(u'42-inch_Andrew_Series_Narrow_On_the_Wall_7.25-inch_Interior_Depth_Cabinet', 9)","(u'Shaker_Series_30-inch_Natural_Finish_6-inch_Open_Shelf_On_The_Wall_Cabinet', 27.25797955603347)","(""/home/wb/Documents/furniture/Bush_Furniture_'Aero'_Glass_Top_2-door_Curio_Bookcase"", 62.527843641069722)"
14,"(u'Jezzebel_Wall_Cabinet__by_Elegant_Home_Fashions', 23.615035142956359)","('/home/wb/Documents/furniture/Shaker_Series_30-inch_Natural_Finish_On_The_Wall_Cabinet', 1.4721541237062099)","(u'Veranda_Bay_White_Linen_Tower_by_Elegant_Home_Fashions', 1.1674895610327027)","(u'22-inch_Andrew_Series_Narrow_On_the_Wall_3.5-inch_Interior_Depth_Cabinet', 9)","(u'Simple_Living_Glass_Sliding_Door_Stackable_Cabinet', 25.38880634708626)","('/home/wb/Documents/furniture/Chamberlain_Double_Door_Floor_Cabinet_by_Elegant_Home_Fashions', 62.527843641069722)"
15,"(u'DarLiving_Windowpane_Media_Cabinet_with_Sliding_Glass_Doors', 23.044007838734565)","('/home/wb/Documents/furniture/Shaker_Series_18-inch_Natural_Finish_2.5-inch_Deep_Inside_On_The_Wall_Cabinet', 1.468306082121708)","(u'Stripe_Double_Door_Floor_Cabinet_by_Elegant_Home_Fashions', 1.1674895610327027)","(u'22-inch_Andrew_Series_Narrow_On_the_Wall_5.5-inch_Interior_Depth_Cabinet', 9)","(u'Shaker_Series_42-inch_Natural_Finish_5.5-inch_Deep_Inside_Open_Shelf_On_The_Wall_Cabinet', 24.64413230987573)","('/home/wb/Documents/furniture/Chamberlain_Linen_Tower_Storage_Cabinet_by_Elegant_Home_Fashions', 62.527843641069722)"
16,"(u'Jezzebel_Double_Door_Floor_Cabinet_by_Elegant_Home_Fashions', 23.044007838734565)","('/home/wb/Documents/furniture/Shaker_Series_18-inch_Natural_Finish_5.5-inch_Deep_Inside_On_The_Wall_Cabinet', 1.468306082121708)","(u'Chamberlain_Linen_Tower_Storage_Cabinet_by_Elegant_Home_Fashions', 1.1674895610327027)","(u'Altra_Black_Forest_Glass_Door_Bookcase', 9)","(u'42-inch_Andrew_Series_Narrow_On_the_Wall_7.25-inch_Interior_Depth_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/Chamberlain_Wall_Cabinet_by_Elegant_Home_Fashions', 62.527843641069722)"
17,"(u'18-inch_7.25-inch_deep_Ashley_Series_On_the_Wall_Cabinet_', 22.527566434738446)","('/home/wb/Documents/furniture/Shaker_Series_24-inch_Natural_Finish_2.5-inch_Deep_Inside_On_The_Wall_Cabinet', 1.468306082121708)","(u'30-inch_Allentown_Series_On_the_Wall_Cabinet_with_6-inch_Open_Shelf_3.5-inch_Deep_Inside', 1.1220092232253966)","(u'Shaker_Series_42-inch_Natural_Finish_5.5-inch_Deep_Inside_Open_Shelf_On_The_Wall_Cabinet', 9)","(u'22-inch_Andrew_Series_Narrow_On_the_Wall_3.5-inch_Interior_Depth_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/Classique_18-inch_White_Medicine_Cabinet_by_Elegant_Home_Fashions', 62.527843641069722)"
18,"(u'48-inch_Ashley_Series_On_the_Wall_Cabinet', 22.527566434738446)","('/home/wb/Documents/furniture/Standard_42-inch_Wood_In-the-Wall_Cove_Niche', 1.4679334571536142)","(u'Ashley_Series_42-inch_Wood_Glass_Wall_Cabinet', 1.1220092232253966)","(u'42-inch_Andrew_Series_Narrow_On_the_Wall_3.5-inch_Interior_Depth_Cabinet', 9)","(u'22-inch_Andrew_Series_Narrow_On_the_Wall_5.5-inch_Interior_Depth_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/Classique_Espresso_2-door_Wall_Cabinet_by_Elegant_Home_Fashions', 62.527843641069722)"
19,"(u'Chamberlain_Wall_Cabinet_by_Elegant_Home_Fashions', 22.515519246615554)","('/home/wb/Documents/furniture/Shaker_Series_30-inch_Natural_Finish_5.5-inch_Deep_Inside_On_The_Wall_Cabinet', 1.4645205872363678)","(u'Simple_Living_Portland_Tall_Cabinet', 1.0753184394307242)","(u'Shaker_Series_42-inch_Double_Door_Wall_Cabinet', 8)","(u'42-inch_Andrew_Series_Narrow_On_the_Wall_3.5-inch_Interior_Depth_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/Classique_Espresso_Corner_Wall_Cabinet_by_Elegant_Home_Fashions', 62.527843641069722)"
20,"(u'Classique_Espresso_Corner_Wall_Cabinet_by_Elegant_Home_Fashions', 21.220642811659577)","('/home/wb/Documents/furniture/_Shaker_Series_24-inch_Natural_Finish_7.25-inch_Deep_Inside_On_The_Wall_Cabinet', 1.4645205872363678)","(u'Recessed_22-inch_Natural_Finish_In_the_Wall_Frameless_Medicine_Cabinet', 1.0753184394307242)","(u'Fresca_Teak_Bathroom_Linen_Side_Cabinet_with_4_Cubby_Holes_and_Mirror', 8)","(u'Shaker_Series_42-inch_Double_Door_Wall_Cabinet', 23.149792158174083)","('/home/wb/Documents/furniture/Classique_White_Double_Floor_Cabinet_by_Elegant_Home_Fashions', 62.527843641069722)"
21,"(u'Veranda_Bay_Two-door_Wall_Cabinet_by_Elegant_Home_Fashions', 19.948347844139207)","('/home/wb/Documents/furniture/Magnussen_D2471_Karlin_Wood_Round_Dining_Table_with_Wood_Top', 1.4612050588726151)","(u'Altra_Odin_Glass_L-shaped_Computer_Desk', 0.99314485907635219)","(u'Simple_Living_Glass_Sliding_Door_Stackable_Cabinet', 8)","(u'Altra_Odin_Glass_L-shaped_Computer_Desk', 22.400126043682963)","(""/home/wb/Documents/furniture/DarLiving_'Windowpane'_Espresso_Media_Cabinet"", 62.527843641069722)"
22,"(u'Veranda_Bay_Dark_Espresso_2_Door_Floor_Cabinet_by_Elegant_Home_Fashions', 19.948347844139207)","('/home/wb/Documents/furniture/Classique_Espresso_Corner_Wall_Cabinet_by_Elegant_Home_Fashions', 1.4607961186685294)","(u'Baldwin_72-inch_Natural_Recessed_Pantry_Storage_Cabinet', 0.96167407477552203)","(u'Simple_Living_Antique_White_Sliding_Door_Stackable_Cabinet', 8)","(u'Fresca_Teak_Bathroom_Linen_Side_Cabinet_with_4_Cubby_Holes_and_Mirror', 20.910777969261904)","('/home/wb/Documents/furniture/DarLiving_Windowpane_Media_Cabinet_with_Sliding_Glass_Doors', 62.527843641069722)"
23,"(u'Simple_Living_Glass_Sliding_Door_Stackable_Cabinet', 19.948347844139207)","('/home/wb/Documents/furniture/Chamberlain_Linen_Tower_Storage_Cabinet_by_Elegant_Home_Fashions', 1.4569632880589487)","(u'Rachael_Ray_II_Hard-anodized_Nonstick_10-piece_Cookware_Set_with_30_Mail-in_Rebate', 0.8593648247224086)","(u'Shaker_Series_Unfinished_Wall_Cabinet_', 7)","(u'Simple_Living_Antique_White_Sliding_Door_Stackable_Cabinet', 20.910777969261904)","('/home/wb/Documents/furniture/Farella_Park_Sideboard', 62.527843641069722)"
24,"(u'Standard_42-inch_Wood_In-the-Wall_Cove_Niche', 19.948347844139207)","('/home/wb/Documents/furniture/Rachael_Ray_II_Hard-anodized_Nonstick_10-piece_Cookware_Set_with_30_Mail-in_Rebate', 1.4519252182762743)","(u'Altra_Arron_Lane_Red_Bookcase_with_Sliding_Glass_Doors', 0.8593648247224086)","(u'18-inch_7.25-inch_deep_Ashley_Series_On_the_Wall_Cabinet_', 7)","(u'Shaker_Series_Unfinished_Wall_Cabinet_', 20.535944912016344)","('/home/wb/Documents/furniture/Furniture_of_America_Five-drawer_Storage_Cabinet', 62.527843641069722)"
25,"(u'Stripe_2-door_Espresso_Wall_Cabinet_by_Elegant_Home_Fashions', 19.948347844139207)","('/home/wb/Documents/furniture/Shaker_Series_30-inch_Natural_Finish_6-inch_Open_Shelf_On_The_Wall_Cabinet', 1.4464797782183503)","(u'42-inch_Andrew_Series_Narrow_On_the_Wall_7.25-inch_Interior_Depth_Cabinet', 0.78684642517717307)","(u'Fresca_Teak_Bathroom_Linen_Side_Cabinet_with_3_Large_Storage_Areas', 7)","(u'Windham_Wall_Cabinet_with_Two_Glass_Doors_by_Elegant_Home_Fashions', 20.535944912016344)","('/home/wb/Documents/furniture/Glass_2_Door_Tall_Cabinet_with_Drawer', 62.527843641069722)"
26,"(u'Classique_18-inch_White_Medicine_Cabinet_by_Elegant_Home_Fashions', 19.623291716785403)","('/home/wb/Documents/furniture/Upton_Home_Cherry_Window_Pane_Media_Cabinet', 1.4459162232792659)","(u'22-inch_Andrew_Series_Narrow_On_the_Wall_3.5-inch_Interior_Depth_Cabinet', 0.78684642517717307)","(u'30-inch_Allentown_Series_On_the_Wall_Cabinet_with_6-inch_Open_Shelf_3.5-inch_Deep_Inside', 7)","(u'Highland_White_Double_Glass_Door_Floor_Cabinet_by_Elegant_Home_Fashions', 20.161111854770784)","('/home/wb/Documents/furniture/Highland_White_Double_Glass_Door_Floor_Cabinet_by_Elegant_Home_Fashions', 62.527843641069722)"
27,"(u'Classique_Espresso_2-door_Wall_Cabinet_by_Elegant_Home_Fashions', 19.623291716785403)","('/home/wb/Documents/furniture/Veranda_Bay_Two-door_Wall_Cabinet_by_Elegant_Home_Fashions', 1.4401920865420006)","(u'22-inch_Andrew_Series_Narrow_On_the_Wall_5.5-inch_Interior_Depth_Cabinet', 0.78684642517717307)","(u'48-inch_Ashley_Series_On_the_Wall_Cabinet', 7)","(u'18-inch_7.25-inch_deep_Ashley_Series_On_the_Wall_Cabinet_', 19.416437817560258)","('/home/wb/Documents/furniture/Highland_White_Double_Glass_Door_Wall_Cabinet_by_Elegant_Home_Fashions', 62.527843641069722)"
28,"(u'Classique_White_Double_Floor_Cabinet_by_Elegant_Home_Fashions', 19.623291716785403)","('/home/wb/Documents/furniture/Altra_Bookcase_with_Sliding_Glass_Doors', 1.4372744889082363)","(u'Veratex_Blue_Horizon_Bath_Collection', 0.76413839234490699)","(u'Windham_Wall_Cabinet_with_Two_Glass_Doors_by_Elegant_Home_Fashions', 7)","(u'30-inch_Allentown_Series_On_the_Wall_Cabinet_with_6-inch_Open_Shelf_3.5-inch_Deep_Inside', 19.416437817560258)","('/home/wb/Documents/furniture/Jezzebel_Double-door_3-shelf_Floor_Cabinet_by_Elegant_Home_Fashions', 62.527843641069722)"
29,"(u'Shaker_Series_18-inch_Wall_Cabinet', 19.623291716785403)","('/home/wb/Documents/furniture/Veranda_Bay_Dark_Espresso_2_Door_Floor_Cabinet_by_Elegant_Home_Fashions', 1.4364985693540537)","(u'Furniture_of_America_Charlotte_Rustic_Glass_Top_Coffee_Table', 0.76413839234490699)","(u'Ashley_Series_42-inch_Wood_Glass_Wall_Cabinet', 7)","(u'48-inch_Ashley_Series_On_the_Wall_Cabinet', 19.416437817560258)","('/home/wb/Documents/furniture/Jezzebel_Wall_Cabinet__by_Elegant_Home_Fashions', 62.527843641069722)"
