,bm25,likelyhood,pln,simple,tfidf,unigram
10,"(u'Greyson_Living_Monoco_Leather_Chairs_(Set_of_2)', 16.110165881619444)","('/home/wb/Documents/furniture/Reclaimed_Teak_Chair_Set_(India)', 1.326776958518417)","(u'HomePop_Pewter_Grey_Cream_Lattice_Elegance_Parson_Chairs_(Set_of_2)', 1.0310157116428362)","(u'angelo:HOME_Hillgate_5_Piece_Dining_Set_in_Antique_Burnt_Oak', 9)","(u'Eames_Style_White_Molded_Plastic_Side_Chair', 16.736425823534983)","('/home/wb/Documents/furniture/Helicon_Natural_Wood_Folding_Chairs', 15.621418271091361)"
11,"(u'Furniture_of_America_Clarks_Farmhouse_Style_Dining_Chair_(Set_of_2)', 15.779426189485809)","(""/home/wb/Documents/furniture/'Tahoe'_Wrought_Iron_Round_Dining_Table"", 1.3202534104889894)","(u'Helicon_Mahogany_Wood_Folding_Chairs', 1.0027595659547397)","(u'Helicon_Mahogany_Wood_Folding_Chairs', 8)","(u'Timbergirl_Old_Reclaimed_Wood_and_Metal_chair_-_Set_of_2', 16.630395576582828)","('/home/wb/Documents/furniture/Helicon_White_Wood_Folding_Chairs', 15.621418271091361)"
12,"(u""La_France'_Reclaimed_Wood_Dining_Table"", 15.611114860591725)","(""/home/wb/Documents/furniture/La_France'_Reclaimed_Wood_Dining_Table"", 1.3164686521962472)","(u'Helicon_Natural_Wood_Folding_Chairs', 1.0027595659547397)","(u'Solid_Pine_Industrial_Wood_Sideboard', 8)","(u'Christopher_Knight_Home_T-stitch_Teal_Blue_Leather_Dining_Chairs_(Set_of_2)', 16.16767071174102)","('/home/wb/Documents/furniture/HomePop_Classic_Brown_Tan_Sage_Leaf_Fabric_Dining_Chair', 15.621418271091361)"
13,"(u'Furniture_of_America_Matthias_Industrial_Rustic_Pine_Upholstered_Dining_Chair_(Set_of_2)', 15.58840250534327)","('/home/wb/Documents/furniture/Madison_Park_Charlotte_Camel_Back_Exposed_Wood_Chair', 1.3144636600165114)","(u'Helicon_Black_Wood_Folding_Chairs', 1.0027595659547397)","(u'Helicon_Natural_Wood_Folding_Chairs', 8)","(u'angelo:HOME_Hillgate_Antique_Burnt_Oak_Rectangular_Dining_Table', 15.98961077851621)","('/home/wb/Documents/furniture/HomePop_Classic_Parson_Red_Gold_Damask_Fabric_Dining_Chair', 15.621418271091361)"
14,"(u'Edmonton_Rustic_Brown_Chair', 15.58840250534327)","('/home/wb/Documents/furniture/Button-tufted_White_Parsons_Chair_(Set_of_2)', 1.311732617503756)","(u'TRIBECCA_HOME_Eli_Rustic_Two-tone_Ladder_Back_Side_Chairs_(_Set_of_2)', 0.97396101449337436)","(u'HomePop_Modern_Parson_Blue_Chocolate_Damask_Diamond_Fabric_Dining_Chair', 8)","(u'HomePop_Modern_Parson_Blue_Chocolate_Damask_Diamond_Fabric_Dining_Chair', 15.77352171969825)","('/home/wb/Documents/furniture/HomePop_Elegant_Blue_and_Brown_Damask_Parson_Chairs_(Set_of_2)', 15.621418271091361)"
15,"(u'Christopher_Knight_Home_Roland_Ivory_Leather_Dining_Chairs_(Set_of_2)', 15.58840250534327)","('/home/wb/Documents/furniture/TRIBECCA_HOME_Atelier_Traditional_French_Burnished_Brown_Pedestal_Extending_Dining_Table', 1.3083037221479854)","(u'HomePop_Geo_Brights_Parson_Chairs_(Set_of_2)', 0.97396101449337436)","(u'angelo:HOME_Hillgate_Antique_Burnt_Oak_Rectangular_Dining_Table', 8)","(u'Christopher_Knight_Home_Outdoor_Puerta_5-piece_Wicker_Sectional_Sofa_Set_with_Cushions', 15.7354925941051)","('/home/wb/Documents/furniture/HomePop_Elegant_Parson_Dining_Chair', 15.621418271091361)"
16,"(u'Daisy_White_Resin_Folding_Chairs_with_Slatted_Seat', 15.463213417703743)","('/home/wb/Documents/furniture/Kosas_Home_Alicia_Dining_Table_w_Extension_92-inch', 1.3060036504269601)","(u'Helicon_White_Wood_Folding_Chairs', 0.96626508129868705)","(u'Empire_Deco-Style_Bamboo_Folding_Chairs', 8)","(u'Sacramento_Mid-Century_Solid_Wood_Dining_Table', 15.489431539521279)","('/home/wb/Documents/furniture/HomePop_Geo_Brights_Parson_Chairs_(Set_of_2)', 15.621418271091361)"
17,"(u'Mongolia_Mango_Wood_Dining_Table', 15.261959294431115)","('/home/wb/Documents/furniture/Limerick_White_Plastic_Stackable_Modern_Dining_Chairs_(Set_of_2)', 1.3042653881137478)","(u'TRIBECCA_HOME_Nelson_Industrial_Modern_Rustic_Cross_Back_Dining_Chair_(Set_of_2)', 0.94358456480519615)","(u'TRIBECCA_HOME_Mackenzie_Country_Dining_Table', 8)","(u'Vortex_Dining_Side_Chair_Natural_Wood_Leg_(Set_of_2)', 14.810617615861515)","('/home/wb/Documents/furniture/HomePop_Modern_Parson_Blue_Chocolate_Damask_Diamond_Fabric_Dining_Chair', 15.621418271091361)"
18,"(u'HomePop_Classic_Brown_Tan_Sage_Leaf_Fabric_Dining_Chair', 14.851415779808418)","('/home/wb/Documents/furniture/Kosas_Home_Hamshire_Round_Dining_Table_60_inch', 1.3004039546948083)","(u'Azzo_Beige_Plastic_Mid-Century_Modern_Shell_Chairs_(Set_of_2)_', 0.91485621728589517)","(u'Furniture_of_America_Oskarre_Brown_Cherry_Round_Dining_Table', 8)","(u'Solid_Pine_Industrial_Wood_Sideboard', 14.704587368909356)","('/home/wb/Documents/furniture/HomePop_Pewter_Grey_Cream_Lattice_Elegance_Parson_Chairs_(Set_of_2)', 15.621418271091361)"
19,"(u'Kosas_Home_Audrey_Acacia_Wood_Side_Chair', 14.665143552193781)","('/home/wb/Documents/furniture/HomePop_Classic_Parson_Red_Gold_Damask_Fabric_Dining_Chair', 1.2990954822029088)","(u'INSPIRE_Q_Darcy_Espresso_Metal_Upholstered_Dining_Chair_(Set_of_2)', 0.91485621728589517)","(u'Mongolia_Mango_Wood_Dining_Table', 8)","(u'Helicon_Mahogany_Wood_Folding_Chairs', 14.632557682636703)","('/home/wb/Documents/furniture/HomePop_Suzani_Parson_Dining_Chair_(Set_of_2)', 15.621418271091361)"
20,"(u'Christopher_Knight_Home_French_Beige_Printed_Linen_Dining_Chair_(Set_of_2)', 14.657143213639857)","('/home/wb/Documents/furniture/Kosas_Home_Aubrey_86-inch_Dining_Table', 1.2974067552144464)","(u'Simple_Living_Camden_Dining_Chair_(Set_of_4)', 0.90921038414922517)","(u'HomePop_Teal_Chunky_Textured_Accent_Chair', 8)","(u'Helicon_Natural_Wood_Folding_Chairs', 14.632557682636703)","('/home/wb/Documents/furniture/Kosas_Home_Alicia_Chair', 15.621418271091361)"
21,"(u'Simple_Living_Tilo_Butterfly_Dining_Table', 14.657143213639857)","('/home/wb/Documents/furniture/Christopher_Knight_Home_Roland_Ivory_Leather_Dining_Chairs_(Set_of_2)', 1.2928188236217504)","(u'Rustic_Ladder_Back_Dining_Chair', 0.90921038414922517)","(u'Helicon_Black_Wood_Folding_Chairs', 8)","(u'Helicon_Black_Wood_Folding_Chairs', 14.632557682636703)","('/home/wb/Documents/furniture/Kosas_Home_Audrey_Acacia_Wood_Side_Chair', 15.621418271091361)"
22,"(u""'Tahoe'_Wrought_Iron_Round_Dining_Table"", 14.657143213639857)","('/home/wb/Documents/furniture/Christopher_Knight_Home_Dinah_Roll_Top_White_Fabric_Dining_Chair_(Set_of_2)', 1.2922821627161545)","(u'White_T-Back_Parsons_Chair_(Set_of_2)', 0.9070900801491435)","(u'Christopher_Knight_Home_Dinah_Roll_Top_White_Fabric_Dining_Chair_(Set_of_2)', 8)","(u'Simple_Living_Stella_Dining_Chair_(Set_of_2)', 13.84771351202478)","('/home/wb/Documents/furniture/Organic_Modern_Smoky_Teak_Dining_Chair_(India)', 15.621418271091361)"
23,"(u'Kosas_Home_Alicia_Dining_Table_w_Extension_92-inch', 14.629499756030935)","('/home/wb/Documents/furniture/Magnussen_D2471_Karlin_Wood_Round_Dining_Table_with_Wood_Top', 1.2890549641034457)","(u'Donatello_Urban_Style_Solid_Wood_Leatherette_Padded_Parson_Chair_(Set_of_2)', 0.9070900801491435)","(u'Helicon_White_Wood_Folding_Chairs', 7)","(u'INSPIRE_Q_Darcy_Espresso_Metal_Upholstered_Dining_Chair_(Set_of_2)', 13.775683825752129)","('/home/wb/Documents/furniture/Porter_Taos_Sheesham_30-inch_Bar_Height_Dining_Chair_(India)', 15.621418271091361)"
24,"(u'TRIBECCA_HOME_Atelier_Traditional_French_Burnished_Brown_Pedestal_Extending_Dining_Table', 14.629499756030935)","('/home/wb/Documents/furniture/Kosas_Home_Audrey_Acacia_Wood_Side_Chair', 1.2874198891073101)","(u'HomePop_Elegant_Blue_and_Brown_Damask_Parson_Chairs_(Set_of_2)', 0.9070900801491435)","(u'Timbergirl_Handcrafted_Solid_Seesham_71-inch_Timbergirl_Dining_Table_(India)', 7)","(u'Azzo_Beige_Plastic_Mid-Century_Modern_Shell_Chairs_(Set_of_2)_', 13.775683825752129)","('/home/wb/Documents/furniture/Simple_Living_7-piece_Burntwood_Dining_Set_', 15.621418271091361)"
25,"(u'Mod_Made_Paris_Tower_Side_Chair_Wood_Leg_(Set_of_2)', 14.570818963027209)","('/home/wb/Documents/furniture/Warehouse_of_Tiffany_White_Dining_Room_Chairs_(Set_of_2)', 1.2870026171463802)","(u'Christopher_Knight_Home_Dinah_Roll_Top_White_Fabric_Dining_Chair_(Set_of_2)', 0.90524325872021993)","(u'Christopher_Knight_Home_T-stitch_Teal_Blue_Leather_Dining_Chairs_(Set_of_2)', 7)","(u'Timbergirl_Handcrafted_Solid_Seesham_71-inch_Timbergirl_Dining_Table_(India)', 13.66965357879997)","('/home/wb/Documents/furniture/Simple_Living_Bettega_Parson_Chair_(Set_of_2)', 15.621418271091361)"
26,"(u'Limerick_White_Plastic_Stackable_Modern_Dining_Chairs_(Set_of_2)', 14.356209098502307)","('/home/wb/Documents/furniture/Christopher_Knight_Home_T-stitch_Teal_Blue_Leather_Dining_Chairs_(Set_of_2)', 1.2851246229974771)","(u'Christopher_Knight_Home_T-stitch_Teal_Blue_Leather_Dining_Chairs_(Set_of_2)', 0.87406331993998432)","(u""La_France'_Reclaimed_Wood_Dining_Table"", 7)","(u'Furniture_of_America_Briggs_Contemporary_Dark_Walnut_48-inch_Dining_Table', 13.66965357879997)","('/home/wb/Documents/furniture/Simple_Living_Bettega_Parson_Chairs_(Set_of_2)', 15.621418271091361)"
27,"(u'Dexter_Navy_Armless_Chair', 14.242516898131477)","('/home/wb/Documents/furniture/Simple_Living_Alexa_Round_Antique_White_Pedestal_Dining_Table', 1.2797141048227858)","(u'Portfolio_Kenyon_Valley_Cream_Wicker_9-piece_IndoorOutdoor_Living_Dining_Room_Set', 0.85568121613635162)","(u'Christopher_Knight_Home_Outdoor_Puerta_5-piece_Wicker_Sectional_Sofa_Set_with_Cushions', 7)","(u'Helicon_White_Wood_Folding_Chairs', 13.597623892527317)","('/home/wb/Documents/furniture/TRIBECCA_HOME_Benchwright_Nailhead_Upholstered_Dining_Side_Chairs_(_Set_of_2)', 15.621418271091361)"
28,"(u'Mid-century_Blue_Linen_Wing_Chair_', 14.242516898131477)","('/home/wb/Documents/furniture/Simple_Living_Edina_Dining_Table', 1.2747826070337904)","(u'Shermer_Tufted_Bonded_Leather_Classic_Side_Chairs_(Set_of_2)', 0.85314126014537006)","(u'Furniture_of_America_Briggs_Contemporary_Dark_Walnut_48-inch_Dining_Table', 7)","(u'HomePop_Pewter_Grey_Cream_Lattice_Elegance_Parson_Chairs_(Set_of_2)', 13.525594206254665)","('/home/wb/Documents/furniture/TRIBECCA_HOME_Nelson_Industrial_Modern_Rustic_Cross_Back_Dining_Chair_(Set_of_2)', 15.621418271091361)"
29,"(u'Empire_Deco-Style_Bamboo_Folding_Chairs', 14.03250538048645)","('/home/wb/Documents/furniture/Distressed_Reclaimed-look_Black_Dining_Table', 1.2709616221823896)","(u'HomePop_Suzani_Parson_Dining_Chair_(Set_of_2)', 0.85003538299968162)","(u'Kosas_Home_Alicia_Dining_Table_w_Extension_92-inch', 7)","(u'Quilted_Mustard_Yellow_Upholstery_Armless_Chair', 13.487565080661515)","('/home/wb/Documents/furniture/Villa_Faux_Leather_Black_Dining_Chairs_(Set_of_2)', 15.621418271091361)"
