,bm25,likelyhood,pln,simple,tfidf,unigram
10,"(u'Simmons_Upholstery_Tokyo_Pebble_Sofa', 13.800205646597714)","('/home/wb/Documents/furniture/ABBYSON_LIVING_Aspen_Taupe_Faux_Leather_Foldable_Futon_Sleeper_Sofa_Bed', 1.3857512557173506)","(u'Furniture_of_America_Aurese_Chenille_Reclining_Sofa', 0.8845717579353205)","(u'Baxton_Studio_Mid-Century_Masterpieces_Grey_Sofa', 5)","(u'Baxton_Studio_Mid-Century_Masterpieces_Grey_Sofa', 13.8662353386867)","('/home/wb/Documents/furniture/DHP_Dillan_Vanilla_Faux_Leather_Convertible_Futon', 33.878369493754107)"
11,"(u'Sofab_Erin_Cafe_Almond_3-seat_Sofa', 13.800205646597714)","('/home/wb/Documents/furniture/Ralston_Bonded_Leather_Reclining_Sofa_and_Loveseat_Set', 1.383350942172578)","(u'INSPIRE_Q_Dillion_Urban_Ellipse_Arm_Comfort_Upholstered_Sofa', 0.8845717579353205)","(u'TRIBECCA_HOME_Knightsbridge_Tufted_Scroll_Arm_Chesterfield_Sofa', 5)","(u'TRIBECCA_HOME_Knightsbridge_Tufted_Scroll_Arm_Chesterfield_Sofa', 13.8662353386867)","('/home/wb/Documents/furniture/Furniture_of_America_Aurese_Chenille_Reclining_Sofa', 33.878369493754107)"
12,"(u'White_Reclining_Sofa', 13.558096775604774)","('/home/wb/Documents/furniture/Select_Luxury_Reversible_4-inch_Queen-size_Foam_Sofa_Bed_Sleeper_Mattress', 1.3663058180317798)","(u'DHP_Union_Grey_Laptop_Tray_Futon', 0.8845717579353205)","(u'Portfolio_Rio_Convert-a-Couch_Basil_Grey_Linen_Futon_Sofa_Sleeper', 5)","(u'Portfolio_Rio_Convert-a-Couch_Basil_Grey_Linen_Futon_Sofa_Sleeper', 13.8662353386867)","('/home/wb/Documents/furniture/Furniture_of_America_Peyton_2-piece_Sofa_Sofa_Bed_and_Chair_Set', 33.878369493754107)"
13,"(u'Christopher_Knight_Home_Vicenza_Two_Seat_Sofa_Sleeper', 13.558096775604774)","('/home/wb/Documents/furniture/ABBYSON_LIVING_Aspen_Ivory_Leather_Foldable_Futon_Sleeper_Sofa_Bed', 1.3616264660321105)","(u'TRIBECCA_HOME_Dillion_Urban_Rolled_Arm_Upholstered_Sofa', 0.8845717579353205)","(u'Select_Luxury_Queen-Size_New_Life_4.5-inch_Memory_Foam_Sofa_Bed_Sleeper_Mattress', 5)","(u'Select_Luxury_Queen-Size_New_Life_4.5-inch_Memory_Foam_Sofa_Bed_Sleeper_Mattress', 13.8662353386867)","('/home/wb/Documents/furniture/INSPIRE_Q_Broadway_Dark_Grey_Fabric_Sloped_Track_Arm_Sofa', 33.878369493754107)"
14,"(u'Furniture_of_America_Cosbin_Bold_Antique_Black_3-drawer_Sofa_Table', 13.558096775604774)","('/home/wb/Documents/furniture/Patrick_Tufted_Premium_Linen_Sofa', 1.3578240882779835)","(u'ABBYSON_LIVING_Aspen_Ivory_Leather_Foldable_Futon_Sleeper_Sofa_Bed', 0.8845717579353205)","(u'DHP_Westwood_Mahogany_Wood_Convertible_Sofa_Sleeper', 5)","(u'DHP_Westwood_Mahogany_Wood_Convertible_Sofa_Sleeper', 13.8662353386867)","('/home/wb/Documents/furniture/INSPIRE_Q_Elston_Linen_Sloped_Track_Loveseat', 33.878369493754107)"
15,"(u'Christopher_Knight_Home_Canterbury_3-piece_Fabric_Sectional_Sofa_Set', 13.558096775604774)","('/home/wb/Documents/furniture/INSPIRE_Q_Greenwich_Tufted_Scroll_Arm_Nailhead_Beige_Chesterfield_Sofa', 1.3483692637672346)","(u'ABBYSON_LIVING_Marquee_Black_Convertible_Sofa', 0.78677977981246305)","(u'Baxton_Studio_Sofia_Modern_Contemporary_Beige_or_Grey_Fabric_Nailheads_Trimmed_Sofa_Twin_Daybed_with_Roll-out_Trundle_Guest_Bed', 5)","(u'Baxton_Studio_Sofia_Modern_Contemporary_Beige_or_Grey_Fabric_Nailheads_Trimmed_Sofa_Twin_Daybed_with_Roll-out_Trundle_Guest_Bed', 13.8662353386867)","('/home/wb/Documents/furniture/INSPIRE_Q_Greenwich_Tufted_Scroll_Arm_Nailhead_Beige_Chesterfield_Sofa', 33.878369493754107)"
16,"(u'Jacksonville_Mocha_Fabric_Futon_Sofa_Bed', 13.558096775604774)","('/home/wb/Documents/furniture/LYKE_Home_Daryl_Cream_Motion_Loveseat', 1.3441687329381811)","(u'Christopher_Knight_Home_Outdoor_Antibes_5-piece_Wicker_Chat_Set_with_Cushions', 0.78677977981246305)","(u'Patrick_Tufted_Premium_Linen_Sofa', 5)","(u'Patrick_Tufted_Premium_Linen_Sofa', 13.8662353386867)","('/home/wb/Documents/furniture/INSPIRE_Q_Winslow_Concave_Arm_Modern_Sofa', 33.878369493754107)"
17,"(u'Lewis_Wood_Sofa_Table', 13.558096775604774)","('/home/wb/Documents/furniture/Contemporary_Tahoe_Bark_Chenille_Rocker_Recliner', 1.3405673089034349)","(u'Reginald_Charme_Russet_Leather_Sofa', 0.78677977981246305)","(u'Alexander_Mid-Century_Living_Room_Collection_with_Tufted_Design', 4)","(u'Alexander_Mid-Century_Living_Room_Collection_with_Tufted_Design', 11.092988270949359)","('/home/wb/Documents/furniture/Jacksonville_Ash_Premium_Fabric_Foldable_Futon_Sleeper_Sofa_Bed', 33.878369493754107)"
18,"(u'Serta_RTA_Santa_Cruz_Collection_73-inch_Platinum_Fabric_Sofa', 13.558096775604774)","('/home/wb/Documents/furniture/ABBYSON_LIVING_Signature_Convertible_Sofa', 1.336941516616692)","(u'Christopher_Knight_Home_Outdoor_Antibes_4-piece_Wicker_Chat_Set_with_Cushions', 0.78677977981246305)","(u'White_Reclining_Sofa', 4)","(u'White_Reclining_Sofa', 11.092988270949359)","('/home/wb/Documents/furniture/LYKE_Home_Daryl_Cream_Motion_Sofa', 33.878369493754107)"
19,"(u'Modern_Twine_Curved-arm_Sofa', 12.941819649440919)","('/home/wb/Documents/furniture/Simmons_Upholstery_Beachfront_Froth_Sofa', 1.3300373948754367)","(u'RECLINING_-_SOFA_IVORY_BONDED_LEATHER', 0.78677977981246305)","(u'INSPIRE_Q_Bento_Modern_Mini_Futon_Sofa_Bed', 4)","(u'INSPIRE_Q_Bento_Modern_Mini_Futon_Sofa_Bed', 11.092988270949359)","('/home/wb/Documents/furniture/Lexington_Microfiber_Suede_Inner_Spring_Full-size_Futon_Sofa_Bed_Sleeper', 33.878369493754107)"
20,"(u'ABBYSON_LIVING_Lexington_Convertible_Sofa', 12.941819649440919)","('/home/wb/Documents/furniture/Simmons_Upholstery_Miramar_Ash_Sofa', 1.3300373948754367)","(u'Serta_RTA_Copenhagen_Collection_73-inch_Vanity_Fabric_Sofa', 0.78677977981246305)","(u'Ralston_Bonded_Leather_Reclining_Sofa', 4)","(u'Ralston_Bonded_Leather_Reclining_Sofa', 11.092988270949359)","('/home/wb/Documents/furniture/Lexington_Microfiber_Suede_Inner_Spring_Queen-size_Futon_Sofa_Bed_Sleeper', 33.878369493754107)"
21,"(u'Christopher_Knight_Home_Alston_Click-Clack_Oversized_Convertible_2-piece_Sofa', 11.439644154416527)","('/home/wb/Documents/furniture/ABBYSON_LIVING_Lexington_Convertible_Sofa', 1.3290180392436954)","(u'Paradise_Sectional_Collection', 0.78677977981246305)","(u'Christopher_Knight_Home_Outdoor_Puerta_5-piece_Wicker_Sectional_Sofa_Set_with_Cushions', 4)","(u'Christopher_Knight_Home_Outdoor_Puerta_5-piece_Wicker_Sectional_Sofa_Set_with_Cushions', 11.092988270949359)","('/home/wb/Documents/furniture/Linsey_Microvelvet_Reclining_Loveseat', 33.878369493754107)"
22,"(u'Victorville_Camel_Foldable_Futon_Sofa_Bed', 11.439644154416527)","('/home/wb/Documents/furniture/Linsey_Microvelvet_Reclining_Loveseat', 1.3224310392057959)","(u'Lexington_Microfiber_Suede_Inner_Spring_Queen-size_Futon_Sofa_Bed_Sleeper', 0.78677977981246305)","(u'Transitional_Burgundy_Reclining_Sofa', 4)","(u'Transitional_Burgundy_Reclining_Sofa', 11.092988270949359)","('/home/wb/Documents/furniture/Linsey_Microvelvet_Reclining_Sofa_and_Loveseat', 33.878369493754107)"
23,"(u'DHP_Zoe_Convertible_Futon_Sofa_Bed', 11.439644154416527)","('/home/wb/Documents/furniture/Memphis_Sand_Double_Cushion_Futon_Sofa_Bed_', 1.3200830344653744)","(u'Palomino_Sleeper_Sofa', 0.78677977981246305)","(u'ABBYSON_LIVING_Aspen_Ivory_Leather_Foldable_Futon_Sleeper_Sofa_Bed', 4)","(u'ABBYSON_LIVING_Aspen_Ivory_Leather_Foldable_Futon_Sleeper_Sofa_Bed', 11.092988270949359)","('/home/wb/Documents/furniture/Modern_Twine_Curved-arm_Sofa', 33.878369493754107)"
24,"(u'Aldo_Bonded_Leather_Reclining_Sofa', 11.439644154416527)","('/home/wb/Documents/furniture/Simmons_Upholstery_Tokyo_Pebble_Sofa', 1.3116583890765332)","(u'RECLINING_-_SOFA_BROWN_BONDED_LEATHER', 0.78677977981246305)","(u'Lexington_Microfiber_Suede_Inner_Spring_Full-size_Futon_Sofa_Bed_Sleeper', 4)","(u'Lexington_Microfiber_Suede_Inner_Spring_Full-size_Futon_Sofa_Bed_Sleeper', 11.092988270949359)","('/home/wb/Documents/furniture/Otto_Brown_Leather_Air_Reclining_Sofa', 33.878369493754107)"
25,"(u'Diamond_White_Bonded_Leather_Sleeper_Sofa', 11.439644154416527)","('/home/wb/Documents/furniture/KidKraft_Fire_Truck_Toddler_Bed', 1.3054472461792335)","(u'Memphis_Sand_Double_Cushion_Futon_Sofa_Bed_', 0.73773765278842074)","(u'TRIBECCA_HOME_Dillion_Urban_Rolled_Arm_Upholstered_Sofa', 4)","(u'TRIBECCA_HOME_Dillion_Urban_Rolled_Arm_Upholstered_Sofa', 11.092988270949359)","('/home/wb/Documents/furniture/Palomino_Sleeper_Sofa', 33.878369493754107)"
26,"(u'Jacksonville_Camel_Foldable_Futon_Sleeper_Sofa_Bed', 11.439644154416527)","('/home/wb/Documents/furniture/Jacksonville_Ash_Premium_Fabric_Foldable_Futon_Sleeper_Sofa_Bed', 1.3054261211554252)","(u'DHP_Westwood_Mahogany_Wood_Convertible_Sofa_Sleeper', 0.69322496291110514)","(u'10-inch_Loft_Full-size_Inner_Spring_Splendor_Futon_Mattress', 4)","(u'10-inch_Loft_Full-size_Inner_Spring_Splendor_Futon_Mattress', 11.092988270949359)","('/home/wb/Documents/furniture/Paradise_Sectional_Collection', 33.878369493754107)"
27,"(u'Memphis_Sand_Double_Cushion_Futon_Sofa_Bed_', 11.439644154416527)","('/home/wb/Documents/furniture/Diamond_White_Bonded_Leather_Sleeper_Sofa', 1.3043071756474165)","(u'TRIBECCA_HOME_Knightsbridge_Tufted_Scroll_Arm_Chesterfield_Sofa', 0.69322496291110514)","(u'Furniture_of_America_Aurese_Chenille_Reclining_Sofa', 4)","(u'Furniture_of_America_Aurese_Chenille_Reclining_Sofa', 11.092988270949359)","('/home/wb/Documents/furniture/Patrick_Tufted_Premium_Linen_Sofa', 33.878369493754107)"
28,"(u'Serta_RTA_Martinique_Collection_78-inch_Navarre_Beige_Fabric_Sofa', 10.610684433081996)","('/home/wb/Documents/furniture/Serta_RTA_Everett_Collection_Sofa__-_78_inch,_Alexandria_Grey_', 1.3016534986516997)","(u'Select_Luxury_Reversible_4-inch_Queen-size_Foam_Sofa_Bed_Sleeper_Mattress', 0.68804975095201548)","(u'DHP_Union_Grey_Laptop_Tray_Futon', 4)","(u'DHP_Union_Grey_Laptop_Tray_Futon', 11.092988270949359)","('/home/wb/Documents/furniture/Portfolio_Caroline_Grey_Microfiber_Convert-a-Couch_Sleeper_Sofa', 33.878369493754107)"
29,"(u""ABBYSON_LIVING_'Marlene'_Grey_Fabric_Futon_Sofa_Bed"", 10.168572581703579)","('/home/wb/Documents/furniture/Troy_Recliner_Sofa', 1.292141454549117)","(u'ABBYSON_LIVING_Newport_Double_Cushion_Convertible_Sofa', 0.63836184911561022)","(u'ABBYSON_LIVING_Newport_Double_Cushion_Convertible_Sofa', 4)","(u'ABBYSON_LIVING_Newport_Double_Cushion_Convertible_Sofa', 11.092988270949359)","('/home/wb/Documents/furniture/Portfolio_Rio_Convert-a-Couch_Basil_Grey_Linen_Futon_Sofa_Sleeper', 33.878369493754107)"
