,bm25,likelyhood,pln,simple,tfidf,unigram
10,"(u'Hollydale_36-inch_Chestnut_Bookcase', 14.451883044700335)","('/home/wb/Documents/furniture/Structure_Bocca_3-shelf_Narrow_Bookcase', 1.413932293554244)","(u'Structure_Bocca_3-shelf_Narrow_Bookcase', 0.91406941096009309)","(u'Furniture_of_America_Mandy_Bookcase_Room_Divider', 4)","(u'Furniture_of_America_Tier_Display_Cabinet_Bookcase', 12.234011561729167)","('/home/wb/Documents/furniture/Inval_Espresso_Bookcase_Hutch', 23.671013742039669)"
11,"(u'Renate_Grey_Bookcase', 14.451883044700335)","('/home/wb/Documents/furniture/Structure_Bocca_3-shelf_Wide_Bookcase', 1.413932293554244)","(u'Altra_Elements_White_Bookcase_by_Cosco', 0.87576203878598735)","(u'TRIBECCA_HOME_Uptown_Modern_Sofa', 4)","(u'Kathy_Ireland_Office_by_Bush_Furniture_Volcano_Dusk_Cabinet_Bookcase', 12.234011561729167)","('/home/wb/Documents/furniture/Kathy_Ireland_Office_by_Bush_Furniture_Volcano_Dusk_Cabinet_Bookcase', 23.671013742039669)"
12,"(u'Folding_Stackable_3-shelf_Wood_Bookcase', 14.451883044700335)","('/home/wb/Documents/furniture/Home_Office_4-Shelf_Bookcase', 1.4131802658850277)","(u'Altra_5-Shelf_Resort_Cherry_Bookcase', 0.87576203878598735)","(u'Furniture_of_America_Arthurie_Espresso_Enclosed_5-Shelf_Shoe_Cabinet', 4)","(u'Furniture_of_America_Mandy_Bookcase_Room_Divider', 12.234011561729167)","('/home/wb/Documents/furniture/Scandinavian_Lifestyle_Santo_Bookcase', 23.671013742039669)"
13,"(u'Altra_Vermont_Farmhouse_6-Cube_Bookcase', 14.451883044700335)","('/home/wb/Documents/furniture/DonnieAnn_Small_WoodVeneerMDF_Bookcase', 1.4127061717642424)","(u'Altra_Alton_Alley_Espresso_4-Shelf_Barrister_Bookcase', 0.80645260106764094)","(u'Adjustable_5-shelf_Bookcase', 4)","(u'Adjustable_5-shelf_Bookcase', 12.234011561729167)","('/home/wb/Documents/furniture/South_Shore_Axess_4-Shelf_Bookcase,_Royal_Cherry', 23.671013742039669)"
14,"(u'Carmeno_Espresso_Bookshelf_with_CDDVD_Unit', 14.451883044700335)","('/home/wb/Documents/furniture/TRIBECCA_HOME_Myra_Vintage_Industrial_Modern_Rustic_Bookcase', 1.4025481163741973)","(u'Comfort_Products_Coublo_Collection_Bookcase_', 0.80645260106764094)","(u'Comfort_Products_Coublo_Collection_Bookcase_', 4)","(u'Structure_Bocca_3-shelf_Narrow_Bookcase', 12.234011561729167)","('/home/wb/Documents/furniture/South_Shore_Pure_White_Axess_5-shelf_Bookcase', 23.671013742039669)"
15,"(u'Espresso_Bookcase_and_Cabinet', 14.451883044700335)","('/home/wb/Documents/furniture/Furniture_of_America_Tier_Display_Cabinet_Bookcase', 1.3986359998337967)","(u'Furniture_of_America_Arthurie_Espresso_Enclosed_5-Shelf_Shoe_Cabinet', 0.75317842089167786)","(u'Christopher_Knight_Home_Perth_5-Shelf_Industrial_Bookcase', 4)","(u'Altra_Arron_Lane_Red_Bookcase_with_Sliding_Glass_Doors', 12.234011561729167)","('/home/wb/Documents/furniture/Structure_Bocca_2-shelf_Narrow_Bookcase', 23.671013742039669)"
16,"(u'School_House_Tall_Vertical_Bookcase_White', 14.451883044700335)","('/home/wb/Documents/furniture/BBF_Collection_66-inch_5-shelf_Narrow_Wooden_Bookcase', 1.3924329240669229)","(u'Somme_Rustic_Metal_Frame_6-tier_Bookshelf_Media_Tower', 0.71708938550196488)","(u'Furniture_of_America_Julienne_Modern_Sliding_Door_Wine_Bar_Dining_Server', 4)","(u'WYNDENHALL_Normandy_Ladder_Shelf_Bookcase', 12.234011561729167)","('/home/wb/Documents/furniture/Structure_Bocca_3-shelf_Narrow_Bookcase', 23.671013742039669)"
17,"(u'Mission-style_Solid_Wood_Bookcase', 14.451883044700335)","('/home/wb/Documents/furniture/Furniture_of_America_Mandy_Bookcase_Room_Divider', 1.3914078360345337)","(u'Fantasy_Fields_Knights_and_Dragon_Bookshelf', 0.71708938550196488)","(u'Structure_Bocca_3-shelf_Narrow_Bookcase', 4)","(u'Structure_Bocca_3-shelf_Wide_Bookcase', 12.234011561729167)","('/home/wb/Documents/furniture/Structure_Bocca_3-shelf_Wide_Bookcase', 23.671013742039669)"
18,"(u'BBF_Collection_66-inch_5-shelf_Narrow_Wooden_Bookcase', 14.170802313817568)","('/home/wb/Documents/furniture/Inval_Espresso_Bookcase_Hutch', 1.3843837638598422)","(u'Montego_5-tier_Bookcase', 0.71708938550196488)","(u'Altra_Arron_Lane_Red_Bookcase_with_Sliding_Glass_Doors', 4)","(u'Altra_Arron_Lane_Soft_Grey_Bookcase_with_Sliding_Glass_Doors', 12.234011561729167)","('/home/wb/Documents/furniture/TRIBECCA_HOME_Myra_Vintage_Industrial_Modern_Rustic_40-inch_Bookcase', 23.671013742039669)"
19,"(u'TRIBECCA_HOME_Myra_Vintage_Industrial_Modern_Rustic_Bookcase', 14.170802313817568)","('/home/wb/Documents/furniture/Ergocraft_Laguna_4-Shelf_Wood_Veneer_Bookcase', 1.3783050078474899)","(u'Montego_3-tier_Bookcase', 0.71708938550196488)","(u'WYNDENHALL_Normandy_Ladder_Shelf_Bookcase', 4)","(u'Fantasy_Fields_Knights_and_Dragon_Bookshelf', 10.510460396145698)","('/home/wb/Documents/furniture/TRIBECCA_HOME_Myra_Vintage_Industrial_Modern_Rustic_Bookcase', 23.671013742039669)"
20,"(u'Aix_Espresso_Finish_Wooden_3_Shelves_Bookcase', 14.170802313817568)","('/home/wb/Documents/furniture/Allen_2-drawer_Bookcase', 1.3743600056973293)","(u'Five_Tier_Mission_Style_Bookcase', 0.71708938550196488)","(u'Structure_Bocca_3-shelf_Wide_Bookcase', 4)","(u'Classic_Mission_60-inch_Bookcase', 10.510460396145698)","('/home/wb/Documents/furniture/2-shelf_Bookcase', 10.297297297297296)"
21,"(u'Scandinavian_Lifestyle_Santo_Bookcase', 14.170802313817568)","('/home/wb/Documents/furniture/Cappuccino_Wood_Room_Divider_Bookcase', 1.3704973612177753)","(u'2-shelf_Bookcase', 0.71708938550196488)","(u'Altra_Arron_Lane_Soft_Grey_Bookcase_with_Sliding_Glass_Doors', 4)","(u'2-shelf_Bookcase', 10.510460396145698)","('/home/wb/Documents/furniture/3-shelf_Bookshelf', 10.297297297297296)"
22,"(u'Structure_Bocca_2-shelf_Narrow_Bookcase', 14.170802313817568)","('/home/wb/Documents/furniture/Renate_Grey_Bookcase', 1.3704973612177753)","(u'Altra_Elements_Resort_Cherry_Bookcase_by_Cosco', 0.71708938550196488)","(u'Furniture_of_America_Ekko_Contemporary_Espresso_10-shelf_Shoe_Cabinet', 4)","(u'Montego_5-tier_Bookcase', 10.510460396145698)","('/home/wb/Documents/furniture/3-shelf_Bookshelf_Cherry', 10.297297297297296)"
23,"(u'Altra_Elements_White_Bookcase_by_Cosco', 12.846118261955853)","('/home/wb/Documents/furniture/Trio_Narrow_3-shelf_Eco-friendly_zBoard_Bookcase_and_Storage_Shelf', 1.359378304109496)","(u'Christopher_Knight_Home_Yorktown_5-Shelf_Industrial_Bookcase', 0.69240147828198761)","(u'Altra_Alton_Alley_Espresso_4-Shelf_Barrister_Bookcase', 4)","(u'Five_Tier_Mission_Style_Bookcase', 10.510460396145698)","('/home/wb/Documents/furniture/42-inch_Honey_Pine_Bookcase', 10.297297297297296)"
24,"(u'Altra_5-Shelf_Resort_Cherry_Bookcase', 12.846118261955853)","('/home/wb/Documents/furniture/2-shelf_Bookcase', 1.3569983893453066)","(u'Altra_Blackburn_Storage_Bookcase', 0.69240147828198761)","(u'INSPIRE_Q_Winslow_Concave_Arm_Modern_Sofa', 3)","(u'Structure_Bocca_4-shelf_Wide_Bookcase', 10.510460396145698)","('/home/wb/Documents/furniture/6-shelf_Bookcase', 10.297297297297296)"
25,"(u'Altra_Kaleidoscope_Classic_Storage_Bookcase_by_Cosco', 12.262203795503314)","('/home/wb/Documents/furniture/WYNDENHALL_Normandy_Ladder_Shelf_Bookcase', 1.3569983893453066)","(u'South_Shore_Pure_White_Axess_5-shelf_Bookcase', 0.59738410546669574)","(u'Kosas_Home_Scotto_Dining_Table', 3)","(u'Somme_Rustic_Metal_Frame_6-tier_Bookshelf_Media_Tower', 10.510460396145698)","('/home/wb/Documents/furniture/Aix_Espresso_Finish_Wooden_3_Shelves_Bookcase', 10.297297297297296)"
26,"(u'Altra_Black_Forest_Glass_Door_Bookcase', 11.86506667545726)","('/home/wb/Documents/furniture/South_Shore_Axess_4-Shelf_Bookcase,_Royal_Cherry', 1.3567313858091752)","(u'Fair_Haven_48-inch_Charcoal_Grey_Wood_Bookcase', 0.59738410546669574)","(u'Fantasy_Fields_Knights_and_Dragon_Bookshelf', 3)","(u'Allen_2-drawer_Bookcase', 10.510460396145698)","('/home/wb/Documents/furniture/Aix_Espresso_Finish_Wooden_4_Shelves_Bookcase', 10.297297297297296)"
27,"(u'DonnieAnn_Small_WoodVeneerMDF_Bookcase', 11.839934222811685)","('/home/wb/Documents/furniture/Classic_Mission_60-inch_Bookcase', 1.352332850140247)","(u'South_Shore_Pure_White_Axess_5-shelf_Narrow_Bookcase', 0.59354723581055147)","(u'Classic_Mission_60-inch_Bookcase', 3)","(u'Classic_Mission_48-inch_Bookcase', 10.510460396145698)","('/home/wb/Documents/furniture/Allen_2-drawer_Bookcase', 10.297297297297296)"
28,"(u'Fantasy_Fields_-_Happy_Farm_Barn_Bookshelf', 11.839934222811685)","('/home/wb/Documents/furniture/Honey_Pine_Full_Bookcase_Bed', 1.352332850140247)","(u'South_Shore_Chocolate_Axess_5-shelf_Narrow_Bookcase', 0.59354723581055147)","(u'Marlow_Gabrieel_Accent_Chair', 3)","(u'Hollydale_36-inch_Chestnut_Bookcase', 10.510460396145698)","('/home/wb/Documents/furniture/Altra_5-Shelf_Resort_Cherry_Bookcase', 10.297297297297296)"
29,"(u'Fantasy_Fields_-_Happy_Farm_Animals_Bookshelf', 11.839934222811685)","('/home/wb/Documents/furniture/Somme_Rustic_Metal_Frame_6-tier_Bookshelf_Media_Tower', 1.352332850140247)","(u'South_Shore_Pure_Black_Axess_4-shelf_Bookcase', 0.59354723581055147)","(u'2-shelf_Bookcase', 3)","(u'Renate_Grey_Bookcase', 10.510460396145698)","('/home/wb/Documents/furniture/Altra_Alton_Alley_Espresso_4-Shelf_Barrister_Bookcase', 10.297297297297296)"
