,bm25,likelyhood,pln,simple,tfidf,unigram
14,"(u'Shaker_Series_24-inch_Natural_Finish_2.5-inch_Deep_Inside_On_The_Wall_Cabinet', 18.483634097829718)","('/home/wb/Documents/furniture/Upton_Home_Cherry_Window_Pane_Media_Cabinet', 1.5056418216053316)","(u'Shaker_Series_24-inch_Natural_Finish_5.5-inch_Deep_Inside_Open_Shelf_On_The_Wall_Cabinet', 0.78684642517717307)","(u'Shaker_Series_24-inch_Natural_Finish_7.25-inch_Deep_Inside_Open_Shelf_On_The_Wall_Cabinet', 9)","(u'Shaker_Series_24-inch_Natural_Finish_7.25-inch_Deep_Inside_Open_Shelf_On_The_Wall_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/Brown_Wood_Wall_Cabinet', 48.85405816871792)"
15,"(u'Fresca_Teak_Bathroom_Linen_Side_Cabinet_with_4_Cubby_Holes_and_Mirror', 17.693735204760074)","('/home/wb/Documents/furniture/Classique_18-inch_White_Medicine_Cabinet_by_Elegant_Home_Fashions', 1.4694969050023503)","(u'Shaker_Series_30-inch_Natural_Finish_5.5-inch_Deep_Shelf_On_The_Wall_Cabinet', 0.78684642517717307)","(u'Shaker_Series_24-inch_Natural_Finish_2.5-inch_Deep_Inside_On_The_Wall_Cabinet', 9)","(u'Shaker_Series_24-inch_Natural_Finish_2.5-inch_Deep_Inside_On_The_Wall_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/Cathay_Storage_Cabinet', 48.85405816871792)"
16,"(u'Shaker_Series_42-inch_Natural_Finish_5.5-inch_Deep_Inside_Open_Shelf_On_The_Wall_Cabinet', 17.693735204760074)","('/home/wb/Documents/furniture/Christopher_Knight_Home_Black_Two_Door_One_Drawer_Cabinet', 1.4646271698008462)","(u'22-inch_Andrew_Series_Narrow_On_the_Wall_5.5-inch_Interior_Depth_Cabinet', 0.78684642517717307)","(u'42-inch_Andrew_Series_Narrow_On_the_Wall_7.25-inch_Interior_Depth_Cabinet', 9)","(u'42-inch_Andrew_Series_Narrow_On_the_Wall_7.25-inch_Interior_Depth_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/Christopher_Knight_Home_Black_Two_Door_One_Drawer_Cabinet', 48.85405816871792)"
17,"(u'Fresca_Teak_Bathroom_Linen_Side_Cabinet_with_3_Large_Storage_Areas', 16.772186496178819)","('/home/wb/Documents/furniture/Lawrence_Breakfront_Credenza', 1.4534959086490531)","(u'Simple_Living_Antique_White_Sliding_Door_Stackable_Cabinet', 0.76057323588827253)","(u'Fresca_Teak_Bathroom_Linen_Side_Cabinet_with_4_Cubby_Holes_and_Mirror', 8)","(u'Fresca_Teak_Bathroom_Linen_Side_Cabinet_with_4_Cubby_Holes_and_Mirror', 20.910777969261904)","('/home/wb/Documents/furniture/Classique_18-inch_White_Medicine_Cabinet_by_Elegant_Home_Fashions', 48.85405816871792)"
18,"(u'Hodedah_Kitchen_Island', 16.575347174917454)","('/home/wb/Documents/furniture/RiverRidge_Somerset_Two-door_Wall_Cabinet', 1.4221351648645402)","(u'South_Shore_Fiesta_Microwave_Cart_with_Storage_on_Wheels', 0.73455324844499426)","(u'Simple_Living_Antique_White_Sliding_Door_Stackable_Cabinet', 8)","(u'Simple_Living_Antique_White_Sliding_Door_Stackable_Cabinet', 20.910777969261904)","('/home/wb/Documents/furniture/Mission_Printer_Stand_Cabinet_End_Table', 48.85405816871792)"
19,"(u'Classique_Espresso_Double-door_Floor_Cabinet_by_Elegant_Home_Fashions', 16.011357782133185)","('/home/wb/Documents/furniture/Anti-brown_Leather_Butterfly_Chair', 1.4034334758477647)","(u'Signature_Design_by_Ashley_Ralene_Rectangular_Butterfly_Extension_Dining_Table', 0.73455324844499426)","(u'Shaker_Series_42-inch_Natural_Finish_5.5-inch_Deep_Inside_Open_Shelf_On_The_Wall_Cabinet', 8)","(u'Shaker_Series_42-inch_Natural_Finish_5.5-inch_Deep_Inside_Open_Shelf_On_The_Wall_Cabinet', 20.910777969261904)","('/home/wb/Documents/furniture/RiverRidge_Somerset_Two-door_Wall_Cabinet', 48.85405816871792)"
20,"(u'Shaker_Series_42-inch_Double_Door_Wall_Cabinet', 15.683083476946429)","('/home/wb/Documents/furniture/Kosas_Home_60-inch_Denso_Round_Wood_Dining_Table', 1.3975922819611895)","(u'Furniture_of_America_Briggs_Contemporary_Dark_Walnut_48-inch_Dining_Table', 0.73455324844499426)","(u'Altra_Heartland_Cabinetry_Keystone_30-inch_Short_Wall_Cabinet_W3015', 7)","(u'Classique_Espresso_Double-door_Floor_Cabinet_by_Elegant_Home_Fashions', 19.496487443676838)","('/home/wb/Documents/furniture/Upton_Home_Cherry_Window_Pane_Media_Cabinet', 48.85405816871792)"
21,"(u'48-inch_Ashley_Series_On_the_Wall_Cabinet', 15.683083476946429)","('/home/wb/Documents/furniture/Sadie_Slipper_Brown_Derby_Accent_Chair', 1.3891448030944835)","(u'30-inch_Allentown_Series_On_the_Wall_Cabinet_with_6-inch_Open_Shelf_3.5-inch_Deep_Inside', 0.69533420031746107)","(u'Fresca_Teak_Bathroom_Linen_Side_Cabinet_with_3_Large_Storage_Areas', 7)","(u'Altra_Heartland_Cabinetry_Keystone_30-inch_Short_Wall_Cabinet_W3015', 19.089273074306746)","('/home/wb/Documents/furniture/Yvette_2_Door_Floor_Cabinet_by_Elegant_Home_Fashions', 48.85405816871792)"
22,"(u'18-inch_7.25-inch_deep_Ashley_Series_On_the_Wall_Cabinet_', 15.683083476946429)","('/home/wb/Documents/furniture/Magnussen_Karlin_Bluestone_Top_Wood_Round_Dining_Table', 1.3864091675270096)","(u'Ashley_Series_42-inch_Wood_Glass_Wall_Cabinet', 0.69533420031746107)","(u'Shaker_Series_42-inch_Double_Door_Wall_Cabinet', 6)","(u'Fresca_Teak_Bathroom_Linen_Side_Cabinet_with_3_Large_Storage_Areas', 18.296930723104165)","('/home/wb/Documents/furniture/60""_Weathered_""Reclaimed_look""_Bench', 9.5631768953068583)"
23,"(u'Simple_Living_Glass_Sliding_Door_Stackable_Cabinet', 14.642199700812466)","('/home/wb/Documents/furniture/Aubrey_Bench', 1.3758451194363339)","(u'Furniture_of_America_Studio_5-shelf_Red_Cocoa_Shoe_Cabinet', 0.65337999681051473)","(u'Classique_Espresso_Double-door_Floor_Cabinet_by_Elegant_Home_Fashions', 6)","(u'Hodedah_Kitchen_Island', 18.08219691809177)","('/home/wb/Documents/furniture/Acacia_Hardwood_Sky_Blue,_Mint_Green,_Bard_Red_Folding_Chairs_(Set_of_2)', 9.5631768953068583)"
24,"(u'Simple_Living_Sliding_Door_Stackable_Cabinet', 14.642199700812466)","('/home/wb/Documents/furniture/Baxton_Studio_Noonan_Contemporary_Grey_Fabric_Upholstered_Sofa_With_Button_Tufting_And_Nail_Head_Trim_And_Wood_Legs', 1.3658495738930774)","(u'Windham_Wall_Cabinet_with_Two_Glass_Doors_by_Elegant_Home_Fashions', 0.65337999681051473)","(u'Ashley_Series_42-inch_Wood_Glass_Wall_Cabinet', 6)","(u'Kitchen_Storage_Trolley', 18.08219691809177)","('/home/wb/Documents/furniture/Adeco_Tubular_Steel_Brown_Brown_Powder_Coated_Folding_Chairs_(Set_of_2)', 9.5631768953068583)"
25,"(u'RiverRidge_Somerset_Two-door_Wall_Cabinet', 14.459629416418235)","('/home/wb/Documents/furniture/Bellcrest_Button-tufted_Upholstered_Dining_Chairs_(Set_of_2)', 1.354086272406051)","(u'Stripe_Wood_Medicine_Cabinet_by_Elegant_Home_Fashions', 0.65337999681051473)","(u'48-inch_Ashley_Series_On_the_Wall_Cabinet', 6)","(u'Simple_Living_Glass_Sliding_Door_Stackable_Cabinet', 16.8826401975191)","('/home/wb/Documents/furniture/Altra_5-Shelf_Resort_Cherry_Bookcase', 9.5631768953068583)"
26,"(u'Christopher_Knight_Home_Black_Two_Door_One_Drawer_Cabinet', 14.459629416418235)","('/home/wb/Documents/furniture/Cathay_Storage_Cabinet', 1.350922162249506)","(u'Genevieve_Double_Door_Floor_Cabinet_by_Elegant_Home_Fashions', 0.65337999681051473)","(u'18-inch_7.25-inch_deep_Ashley_Series_On_the_Wall_Cabinet_', 6)","(u'Simple_Living_Sliding_Door_Stackable_Cabinet', 16.8826401975191)","('/home/wb/Documents/furniture/Altra_5_Shelf_Black_Cherry_Bookcase', 9.5631768953068583)"
27,"(u'Classique_Espresso_Corner_Wall_Cabinet_by_Elegant_Home_Fashions', 14.376159853867559)","('/home/wb/Documents/furniture/Christopher_Knight_Home_Bolton_Four-Shelf_Industrial_Bookcase', 1.3473880929822379)","(u'Virgo_1-door_Wall_Cabinet_by_Elegant_Home_Fashions', 0.60167028779169496)","(u'30-inch_Allentown_Series_On_the_Wall_Cabinet_with_6-inch_Open_Shelf_3.5-inch_Deep_Inside', 6)","(u'Shaker_Series_42-inch_Double_Door_Wall_Cabinet', 15.683083476946429)","('/home/wb/Documents/furniture/Altra_5_Shelf_Bookcase', 9.5631768953068583)"
28,"(u'Shaker_Series_Unfinished_Wall_Cabinet_', 14.376159853867559)","('/home/wb/Documents/furniture/TRIBECCA_HOME_Benchwright_Nailhead_Upholstered_Dining_Side_Chairs_(_Set_of_2)', 1.3430630339028309)","(u'Baxton_Studio_Espresso_Shoe-Rack_Modern_Cabinet', 0.60167028779169496)","(u'Classique_18-inch_White_Medicine_Cabinet_by_Elegant_Home_Fashions', 5)","(u'Ashley_Series_42-inch_Wood_Glass_Wall_Cabinet', 15.683083476946429)","('/home/wb/Documents/furniture/Altra_Inspired_Cherry_Glass_Door_Bookcase', 9.5631768953068583)"
29,"(u'22-inch_Andrew_Series_Narrow_On_the_Wall_5.5-inch_Interior_Depth_Cabinet', 13.619519861558739)","('/home/wb/Documents/furniture/Yvette_2_Door_Floor_Cabinet_by_Elegant_Home_Fashions', 1.3394786569610906)","(u'Altra_Blackburn_6-door_Storage_Cabinet_with_Multicolored_Door_Fronts', 0.60167028779169496)","(u'Simple_Living_Glass_Sliding_Door_Stackable_Cabinet', 5)","(u'48-inch_Ashley_Series_On_the_Wall_Cabinet', 15.683083476946429)","('/home/wb/Documents/furniture/Altra_Manhattan_Chocolate_Oak_Double_Pedestal_Desk', 9.5631768953068583)"
