,bm25,likelyhood,pln,simple,tfidf,unigram
14,"(u'Shermag_Bonded_Leather_Occasional_Armchair', 14.877551584411506)","('/home/wb/Documents/furniture/Altra_Mobile_Computer_Desk_Cart', 1.7766267782235163)","(u'TRIBECCA_HOME_Henry_Wingback_Nailhead_Upholstered_Club_Chair_with_Pillow', 1.0755894729065796)","(u'Deco_Sunflower_Accent_Chair', 8)","(u'Quilted_Mustard_Yellow_Upholstery_Armless_Chair', 14.194924212742398)","('/home/wb/Documents/furniture/DarLiving_Honeycomb_Folding_Chair_(Set_of_2)', 104.08613692737546)"
15,"(u'Chairside_Table', 14.665343519477304)","('/home/wb/Documents/furniture/TRIBECCA_HOME_Uptown_Modern_Loveseat', 1.7757253418213348)","(u'Oh_Home_Tara_Bookcase', 1.0730897620405637)","(u'Provo_Queen-size_with_Inner_Spring_Futon_Sofa_Sleeper_Bed', 7)","(u'Vanderbilt_Butler_Tufted_Panel_Sticthed_Padded_Hinged_Storage_Chair_Bench', 13.75211502952215)","('/home/wb/Documents/furniture/INSPIRE_Q_Draper_Armless_Print_Fabric_Accent_Chair', 104.08613692737546)"
16,"(u'Fantasy_Fields_-_Happy_Farm_Barn_Bookshelf', 14.665343519477304)","('/home/wb/Documents/furniture/Kosas_Home_Hamshire_Wood_Side_Chair', 1.7585180097608812)","(u'Portfolio_Trace_Convert-a-Couch_Brown_Renu_Leather_Futon_Sofa_Sleeper', 1.054119667882224)","(u'Christopher_Knight_Home_Outdoor_Antibes_5-piece_Wicker_Chat_Set_with_Cushions', 7)","(u'Luxenberg_Mid_Century_Modern_Barrel_Back_Design_Yellow_Accent_Chair_with_Nailhead_Trim', 13.543931841686042)","('/home/wb/Documents/furniture/INSPIRE_Q_Elston_Linen_Sloped_Track_Arm_Chair', 104.08613692737546)"
17,"(u'Safavieh_Carson_Grey_Wash_Acacia_Wood_4-piece_Outdoor_Furniture_Set', 14.375233047056613)","('/home/wb/Documents/furniture/Bush_Birmingham_30-inch_Lateral_File_Cabinet', 1.752765060871551)","(u'Timbergirl_Old_Reclaimed_Wood_and_Metal_chair_-_Set_of_2', 1.0110970506763688)","(u'Cosmo_Oversize_Accent_Chair', 7)","(u'Cosco_Resin_Folding_Chair_4_Pack', 13.202492442319311)","('/home/wb/Documents/furniture/ProLounger_Lya_Brown_Renu_Leather_Power_Recline_and_Lift_Wall_Hugger_Chair', 104.08613692737546)"
18,"(u'INSPIRE_Q_Elston_Linen_Sloped_Track_Arm_Chair', 14.375233047056613)","('/home/wb/Documents/furniture/Simple_Living_Slat_Espresso_Rubberwood_Dining_Chairs_(Set_of_4)', 1.7500948989068583)","(u'Altra_Mobile_Computer_Desk_Cart', 1.0098335729571639)","(u'Christopher_Knight_Home_Hariata_Fabric_Contour_Chair_with_Ottoman_Set', 7)","(u'NPS_Reinforced_Fan-back_Polyfold_Chairs_(Pack_of_12)', 13.020275564093845)","('/home/wb/Documents/furniture/Simple_Living_Addin_Recliner', 104.08613692737546)"
19,"(u'Simple_Living_Slat_Espresso_Rubberwood_Dining_Chairs_(Set_of_4)', 14.231509540567133)","('/home/wb/Documents/furniture/Christopher_Knight_Home_Darvis_Light_Beige_Fabric_Recliner_Club_Chair', 1.7357182687799519)","(u'Christopher_Knight_Home_Coatbridge_Fabric_Club_Chair', 1.0070094781489387)","(u'Vanderbilt_Butler_Tufted_Panel_Sticthed_Padded_Hinged_Storage_Chair_Bench', 7)","(u'NPS_Fabric_Upholstered_Premium_Folding_Chairs_(Pack_of_4)', 12.678836164727118)","('/home/wb/Documents/furniture/Cosco_Resin_Folding_Chair_4_Pack', 95.090285876098179)"
20,"(u'HomePop_Ink_Navy_Swoop_Arm_Velvet_Accent_Chair', 14.231509540567133)","('/home/wb/Documents/furniture/Portfolio_Trace_Convert-a-Couch_Brown_Renu_Leather_Futon_Sofa_Sleeper', 1.735214387396514)","(u'Furniture_of_America_Rosille_Contemporary_Beige_Fabric_L-Shaped_Sectional', 0.99223406998140551)","(u'Quilted_Mustard_Yellow_Upholstery_Armless_Chair', 7)","(u'Milano_Lounger_Chair', 12.678836164727118)","('/home/wb/Documents/furniture/Furniture_of_America_Posille_Contemporary_2-piece_Fabric_Sectional_and_Chair_Set', 95.090285876098179)"
21,"(u'Extra-Wide_18-inch_Premium_American_Oak_Directors_Chair', 14.08009702769942)","('/home/wb/Documents/furniture/Furniture_of_America_Knox_Dark_Espresso_Storage_Box_Coffee_Table', 1.7251195902502996)","(u'Christopher_Knight_Home_Dallon_PU_Leather_Recliner_Club_Chair', 0.99223406998140551)","(u'Furniture_of_America_Herman_Industrial_Antique_Black_Display_Shelf', 7)","(u'Christopher_Knight_Home_Malone_Charcoal_Grey_Club_Chair', 12.654355831379693)","('/home/wb/Documents/furniture/Furniture_of_America_Rosille_Contemporary_Beige_Fabric_L-Shaped_Sectional', 95.090285876098179)"
22,"(u'Hans_Andersen_Home_Wishbone_Style_Chair', 14.08009702769942)","('/home/wb/Documents/furniture/Simple_Living_Addin_Recliner', 1.724824983588781)","(u'NPS_Fabric_Upholstered_Premium_Folding_Chairs_(Pack_of_4)', 0.98377315160330903)","(u'Taylor_Perfect_Sit_and_Sleep_Transitional_Pocketed_Coil_Pillow_Top_Futon_Chair_or_Sofa_Sleeper_Bed', 7)","(u'Portfolio_Trace_Convert-a-Couch_Brown_Renu_Leather_Futon_Sofa_Sleeper', 12.44414637243874)","('/home/wb/Documents/furniture/Luxenberg_Mid_Century_Modern_Barrel_Back_Design_Yellow_Accent_Chair_with_Nailhead_Trim', 95.090285876098179)"
23,"(u'Barcelona_Faux_Leather_Reclining_Living_Room_Sofa', 14.075633834475006)","('/home/wb/Documents/furniture/Tabouret_24-inch_Vintage_and_Gunmetal_Counter_Stool_(Set_of_2)', 1.7181150077904266)","(u'Milano_Lounger_Chair', 0.98377315160330903)","(u'NPS_Reinforced_Fan-back_Polyfold_Chairs_(Pack_of_12)', 7)","(u'Baxton_Studio_Hypatia_Mid-century_Modern_Grey_Fabric_Walnut_Wood_Button-tufted_Accent_Chair_(Set_of_2)', 12.258496594469245)","('/home/wb/Documents/furniture/Baxton_Studio_Whalen_Grey_Contemporary_Fabric_Upholstered_Button_Tufted_Headboard', 44.015384615384619)"
24,"(u'Ansel_Trestle_Table', 14.075633834475006)","('/home/wb/Documents/furniture/TRIBECCA_HOME_Swindon_Rustic_Oak_Classic_Dining_Chair_(Set_of_2)', 1.7160573775948083)","(u'Christopher_Knight_Home_Darvis_Black_Bonded_Leather_Recliner_Club_Chair', 0.97756417636737747)","(u'DHP_Emily_Chaise_Lounger', 7)","(u'DHP_Emily_Chaise_Lounger', 12.211546648159448)","('/home/wb/Documents/furniture/HomePop_Ink_Navy_Swoop_Arm_Velvet_Accent_Chair', 44.015384615384619)"
25,"(u'HERCULES_Series_Wood_Folding_Chair_with_Vinyl_Padded_Seat', 14.064754277577311)","('/home/wb/Documents/furniture/Chairside_Table', 1.7056738595080878)","(u'DHP_Emily_Chaise_Lounger', 0.93669003977582943)","(u'Deco_Solids_Accent_Chair', 7)","(u'TRIBECCA_HOME_Henry_Wingback_Nailhead_Upholstered_Club_Chair_with_Pillow', 12.129213577524277)","('/home/wb/Documents/furniture/Inval_Espresso_Bookcase_Hutch', 44.015384615384619)"
26,"(u'Hercules_Series_1000-pound_Capacity_Resin_Folding_Chair_with_Vinyl_Padded_Seat', 14.064754277577311)","('/home/wb/Documents/furniture/Christopher_Knight_Home_Bernstein_Fabric_Club_Chair', 1.6906787408220127)","(u'TRIBECCA_HOME_Mackenzie_Country_Style_Two-tone_Side_Chairs_(Set_of_2)', 0.90450532120556493)","(u'Christopher_Knight_Home_Malone_Charcoal_Grey_Club_Chair', 7)","(u'INSPIRE_Q_Marion_Nailhead_Wingback_Tufted_King-sized_Headboard', 11.870107248792717)","('/home/wb/Documents/furniture/Oh_Home_Tara_Bookcase', 44.015384615384619)"
27,"(u'Christopher_Knight_Home_Darvis_Light_Beige_Fabric_Recliner_Club_Chair', 13.994490676168025)","('/home/wb/Documents/furniture/Christopher_Knight_Home_Coatbridge_Fabric_Club_Chair', 1.686316045670722)","(u'Bari_Chair', 0.90450532120556493)","(u'Porthos_Home_Isabella_Office_Chair', 7)","(u'ProLounger_Lya_Black_Renu_Leather_Power_Recline_and_Lift_Wall_Hugger_Chair', 11.60555729993208)","('/home/wb/Documents/furniture/TRIBECCA_HOME_Uptown_Modern_Loveseat', 44.015384615384619)"
28,"(u'Furniture_of_America_Herman_Industrial_Antique_Black_Display_Shelf', 13.816185689645403)","('/home/wb/Documents/furniture/Home_Styles_Montego_Bay_One_Door_Multi-purpose_Storage_Cabinet', 1.6808167703159824)","(u'TRIBECCA_HOME_Tess_Wingback_Tufted_Linen_Upholstered_Club_Chair', 0.88717141918267606)","(u'NPS_Reinforced_Fan-back_Polyfold_Chairs_(Pack_of_4)', 6)","(u'Christopher_Knight_Home_Hawthorne_PU_Leather_Glider_Recliner_Club_Chair', 11.504187516078565)","('/home/wb/Documents/furniture/Timbergirl_Old_Reclaimed_Wood_and_Metal_chair_-_Set_of_2', 44.015384615384619)"
29,"(u'TRIBECCA_HOME_Eli_Rustic_Two-tone_Ladder_Back_Side_Chairs_(_Set_of_2)', 13.632974004719177)","('/home/wb/Documents/furniture/Baxton_Studio_Euan_Espresso_Wood_Multi-use_Cabinet', 1.6762196775479303)","(u'Tucker_Charcoal_Grey_Recliner', 0.88717141918267606)","(u'NPS_Fabric_Upholstered_Premium_Folding_Chairs_(Pack_of_4)', 6)","(u'South_Shore_Pure_Black_Axess_5-shelf_Narrow_Bookcase', 11.449767678534846)","('/home/wb/Documents/furniture/Winslow_White_Wall_Mounted_AV_Entertainment_Console', 44.015384615384619)"
