,bm25,likelyhood,pln,simple,tfidf,unigram
17,"(u'Ansel_Trestle_Table', 12.778808758993387)","('/home/wb/Documents/furniture/Bush_Furniture_Birmingham_Lateral_File_in_Antique_Black', 1.3441687329381811)","(u'Memphis_Sand_Double_Cushion_Futon_Sofa_Bed_', 0.73773765278842074)","(u'ABBYSON_LIVING_Newport_Double_Cushion_Convertible_Sofa', 5)","(u'TRIBECCA_HOME_Knightsbridge_Tufted_Scroll_Arm_Chesterfield_Sofa', 13.8662353386867)","('/home/wb/Documents/furniture/RECLINING_-_SOFA_BROWN_BONDED_LEATHER', 29.734436058026873)"
18,"(u'Lexington_Microfiber_Suede_Inner_Spring_Full-size_Futon_Sofa_Bed_Sleeper', 11.831834302724996)","('/home/wb/Documents/furniture/Cora_Patterned_Fabric_Accent_Chair', 1.3414178708830462)","(u'Greyson_Living_Monoco_Leather_Chairs_(Set_of_2)', 0.69533420031746107)","(u'Cora_Patterned_Fabric_Accent_Chair', 5)","(u'White_Reclining_Sofa', 13.706835517107097)","('/home/wb/Documents/furniture/Ralston_Bonded_Leather_Reclining_Sofa', 29.734436058026873)"
19,"(u'ABBYSON_LIVING_Bella_Black_PU_Leather_Sectional', 11.831834302724996)","('/home/wb/Documents/furniture/Simple_Living_Wing_Recliner', 1.3387110503687545)","(u'ABBYSON_LIVING_Lexington_Convertible_Sofa', 0.69322496291110514)","(u'ABBYSON_LIVING_Lexington_Convertible_Sofa', 5)","(u'ABBYSON_LIVING_Newport_Double_Cushion_Convertible_Sofa', 13.706835517107097)","('/home/wb/Documents/furniture/Safavieh_Cape_Cod_Black_Swivel_Storage_Accent_Table', 29.734436058026873)"
20,"(u'INSPIRE_Q_Winslow_Concave_Arm_Modern_Sofa', 11.439644154416527)","('/home/wb/Documents/furniture/Baxton_Studio_Mid-Century_Masterpieces_Grey_Sofa', 1.3344936563226804)","(u'DHP_Westwood_Mahogany_Wood_Convertible_Sofa_Sleeper', 0.69322496291110514)","(u'ABBYSON_LIVING_Bella_Black_PU_Leather_Sectional', 5)","(u'Lexington_Microfiber_Suede_Inner_Spring_Full-size_Futon_Sofa_Bed_Sleeper', 13.547435695527493)","('/home/wb/Documents/furniture/White_Reclining_Sofa', 29.734436058026873)"
21,"(u'Transitional_Burgundy_Reclining_Sofa', 11.439644154416527)","('/home/wb/Documents/furniture/Transitional_Burgundy_Reclining_Sofa', 1.3242881996718241)","(u'TRIBECCA_HOME_Knightsbridge_Tufted_Scroll_Arm_Chesterfield_Sofa', 0.69322496291110514)","(u'DHP_Westwood_Mahogany_Wood_Convertible_Sofa_Sleeper', 5)","(u'ABBYSON_LIVING_Bella_Black_PU_Leather_Sectional', 13.547435695527493)","('/home/wb/Documents/furniture/10-inch_Loft_Full-size_Inner_Spring_Splendor_Futon_Mattress', 5.8205128205128203)"
22,"(u'Christopher_Knight_Home_Alston_Click-Clack_Oversized_Convertible_2-piece_Sofa', 11.439644154416527)","('/home/wb/Documents/furniture/Modern_Twine_Curved-arm_Sofa', 1.3236806507476861)","(u'Modern_Twine_Curved-arm_Sofa', 0.69322496291110514)","(u'TRIBECCA_HOME_Knightsbridge_Tufted_Scroll_Arm_Chesterfield_Sofa', 5)","(u'Provo_Queen-size_with_Inner_Spring_Futon_Sofa_Sleeper_Bed', 13.547435695527493)","(""/home/wb/Documents/furniture/ABBYSON_LIVING_'Beverly'_Grey_Fabric_Sectional_Sofa"", 5.8205128205128203)"
23,"(u'Jacksonville_Ash_Premium_Fabric_Foldable_Futon_Sleeper_Sofa_Bed', 11.439644154416527)","('/home/wb/Documents/furniture/Cosmo_Oversize_Accent_Chair', 1.323338002447066)","(u'Cora_Patterned_Fabric_Accent_Chair', 0.65337999681051473)","(u'Provo_Queen-size_with_Inner_Spring_Futon_Sofa_Sleeper_Bed', 5)","(u'Cora_Patterned_Fabric_Accent_Chair', 13.06923623078869)","('/home/wb/Documents/furniture/ABBYSON_LIVING_Aspen_Espresso_Brown_Leather_Foldable_Futon_Sleeper_Sofa_Bed', 5.8205128205128203)"
24,"(u'Victorville_Camel_Foldable_Futon_Sofa_Bed', 11.439644154416527)","('/home/wb/Documents/furniture/Ralston_Bonded_Leather_Reclining_Sofa', 1.322545287196891)","(u'Alexander_Mid-Century_Living_Room_Collection_with_Tufted_Design', 0.63836184911561022)","(u'Rouen_Bonded_Leather_Recliner_Motion_Living_Room_Set', 4)","(u'Baxton_Studio_Mid-Century_Masterpieces_Grey_Sofa', 11.092988270949359)","('/home/wb/Documents/furniture/ABBYSON_LIVING_Aspen_Ivory_Leather_Foldable_Futon_Sleeper_Sofa_Bed', 5.8205128205128203)"
25,"(u'Aldo_Bonded_Leather_Reclining_Sofa', 11.439644154416527)","('/home/wb/Documents/furniture/Metal_28-inch_Wall_Wine_Rack_', 1.3209116330411419)","(u'INSPIRE_Q_Bento_Modern_Mini_Futon_Sofa_Bed', 0.63836184911561022)","(u'Baxton_Studio_Mid-Century_Masterpieces_Grey_Sofa', 4)","(u'INSPIRE_Q_Bento_Modern_Mini_Futon_Sofa_Bed', 11.092988270949359)","('/home/wb/Documents/furniture/ABBYSON_LIVING_Aspen_Red_Leather_Foldable_Futon_Sleeper_Sofa_Bed', 5.8205128205128203)"
26,"(u'DHP_Zoe_Convertible_Futon_Sofa_Bed', 11.439644154416527)","('/home/wb/Documents/furniture/Villa_Faux_Leather_Black_Dining_Chairs_(Set_of_2)', 1.3209116330411419)","(u'Cambridge_Ash_Convertible_Sofa_Bed', 0.63836184911561022)","(u'INSPIRE_Q_Bento_Modern_Mini_Futon_Sofa_Bed', 4)","(u'Alexander_Mid-Century_Living_Room_Collection_with_Tufted_Design', 11.092988270949359)","('/home/wb/Documents/furniture/ABBYSON_LIVING_Aspen_Taupe_Faux_Leather_Foldable_Futon_Sleeper_Sofa_Bed', 5.8205128205128203)"
27,"(u'Diamond_White_Bonded_Leather_Sleeper_Sofa', 11.439644154416527)","('/home/wb/Documents/furniture/Memphis_Sand_Double_Cushion_Futon_Sofa_Bed_', 1.3200830344653744)","(u'Portfolio_Tevin_Gray_Velvet_Convert-a-Couch_Storage_Arm_Futon_Sofa_Sleeper', 0.63836184911561022)","(u'DHP_Studio_Black_Convertible_Futon', 4)","(u'Portfolio_Rio_Convert-a-Couch_Basil_Grey_Linen_Futon_Sofa_Sleeper', 11.092988270949359)","('/home/wb/Documents/furniture/ABBYSON_LIVING_Brownstone_Premium_Top-grain_Leather_Reclining_Sofa', 5.8205128205128203)"
28,"(u'Jacksonville_Camel_Foldable_Futon_Sleeper_Sofa_Bed', 11.439644154416527)","('/home/wb/Documents/furniture/TRIBECCA_HOME_Eli_Rustic_Two-tone_Ladder_Back_Side_Chairs_(_Set_of_2)', 1.3138479582164271)","(u'Moser_Bay_Furniture_Garcia_Beige_Hand-tufted_Rolled_Arms_Sofa', 0.63836184911561022)","(u'TRIBECCA_HOME_Eli_Rustic_Two-tone_Ladder_Back_Side_Chairs_(_Set_of_2)', 4)","(u'Yosemite_Perfect_Sit_and_Sleep_Lodge-style_Pillow_Top_Sofa_Sleeper_Bed', 11.092988270949359)","('/home/wb/Documents/furniture/ABBYSON_LIVING_Lexington_Convertible_Sofa', 5.8205128205128203)"
29,"(u'Troy_Recliner_Sofa', 11.439644154416527)","('/home/wb/Documents/furniture/Diamond_White_Bonded_Leather_Sleeper_Sofa', 1.3043071756474165)","(u'Cleveland_Ash_Convertible_Sofa_Bed', 0.63836184911561022)","(u'Alexander_Mid-Century_Living_Room_Collection_with_Tufted_Design', 4)","(u'Moser_Bay_Furniture_Garcia_Beige_Hand-tufted_Rolled_Arms_Sofa', 11.092988270949359)","('/home/wb/Documents/furniture/ABBYSON_LIVING_Tuscan_Premium_Italian_Leather_Sofa', 5.8205128205128203)"
