,bm25,likelyhood,pln,simple,tfidf,unigram
10,"(u'Safavieh_Gramercy_Indigo_Floral_Motif_Armless_Club_Chair', 9.2727009929547908)","('/home/wb/Documents/furniture/Dexter_Navy_Armless_Chair', 1.2035713959961638)","(u'Mega_Motion_Upholstered_Brown_Lift_Chair', 0.51744079380943719)","(u'ProLounger_Lya_Black_Renu_Leather_Power_Recline_and_Lift_Wall_Hugger_Chair', 4)","(u'ProLounger_Lya_Black_Renu_Leather_Power_Recline_and_Lift_Wall_Hugger_Chair', 8.991710053774343)","('/home/wb/Documents/furniture/Anti-brown_Leather_Butterfly_Chair', 3.7423014586709886)"
11,"(u'Button-tufted_White_Parsons_Chair_(Set_of_2)', 9.2727009929547908)","('/home/wb/Documents/furniture/Shermag_Bonded_Leather_Occasional_Armchair', 1.2004294425879172)","(u'Porter_Taos_Sheesham_30-inch_Bar_Height_Dining_Chair_(India)', 0.51744079380943719)","(u'Mega_Motion_Upholstered_Brown_Lift_Chair', 4)","(u'Mega_Motion_Upholstered_Brown_Lift_Chair', 8.991710053774343)","('/home/wb/Documents/furniture/Antique_Metal_Dining_Chair', 3.7423014586709886)"
12,"(u'Hercules_Series_880-pound_Capacity_Heavy_Duty_White_Plastic_Folding_Chair', 9.2727009929547908)","('/home/wb/Documents/furniture/Reece_Linen_Script_Accent_Chair', 1.1999885182851533)","(u'Pisano_chenille_Fabric_Armless_Contemporary_Accent_Chair_with_Matching_Kidney_Pillow', 0.51744079380943719)","(u'Cosmo_Oversize_Accent_Chair', 4)","(u'Cosmo_Oversize_Accent_Chair', 8.991710053774343)","('/home/wb/Documents/furniture/Aqua_Armless_Tufted_Back_Chair', 3.7423014586709886)"
13,"(u'Grayson_Navy_Accent_Chair', 9.2727009929547908)","('/home/wb/Documents/furniture/Quilted_Mustard_Yellow_Upholstery_Armless_Chair', 1.198590548544535)","(u'Organic_Modern_Smoky_Teak_Dining_Chair_(India)', 0.51744079380943719)","(u'HomePop_Teal_Chunky_Textured_Accent_Chair', 4)","(u'HomePop_Teal_Chunky_Textured_Accent_Chair', 8.991710053774343)","('/home/wb/Documents/furniture/Ave_Six_Andrew_Tufted_Back_Armless_Chair', 3.7423014586709886)"
14,"(u'HERCULES_Series_Wood_Folding_Chair_with_Vinyl_Padded_Seat', 9.2727009929547908)","('/home/wb/Documents/furniture/Madison_Park_Charlotte_Camel_Back_Exposed_Wood_Chair', 1.191561450524709)","(u'INSPIRE_Q_Elston_Linen_Sloped_Track_Arm_Chair', 0.51744079380943719)","(u'HomePop_Classic_Brown_Tan_Sage_Leaf_Fabric_Dining_Chair', 4)","(u'HomePop_Classic_Brown_Tan_Sage_Leaf_Fabric_Dining_Chair', 8.991710053774343)","('/home/wb/Documents/furniture/Ave_Six_Kendall_Tufted_Chair', 3.7423014586709886)"
15,"(u'Hercules_Series_1000-pound_Capacity_Resin_Folding_Chair_with_Vinyl_Padded_Seat', 9.2727009929547908)","('/home/wb/Documents/furniture/Mega_Motion_Reclining_Lifting_Chair', 1.191561450524709)","(u'Cora_Patterned_Fabric_Accent_Chair', 0.51744079380943719)","(u'Extra-Wide_18-inch_Premium_American_Oak_Directors_Chair', 4)","(u'Extra-Wide_18-inch_Premium_American_Oak_Directors_Chair', 8.991710053774343)","('/home/wb/Documents/furniture/Ave_Six_Marina_Accent_Chair_with_Inner_Box_Spring_and_Solid_Wood_Legs', 3.7423014586709886)"
16,"(u'Gabir_Accent_Chair', 9.2727009929547908)","('/home/wb/Documents/furniture/Mid-century_Blue_Linen_Wing_Chair_', 1.1899608021497836)","(u'HomePop_Blue_Slate_Large_Accent_Chair_', 0.51744079380943719)","(u'Pisano_chenille_Fabric_Armless_Contemporary_Accent_Chair_with_Matching_Kidney_Pillow', 4)","(u'Pisano_chenille_Fabric_Armless_Contemporary_Accent_Chair_with_Matching_Kidney_Pillow', 8.991710053774343)","('/home/wb/Documents/furniture/Azzo_Beige_Plastic_Mid-Century_Modern_Shell_Chairs_(Set_of_2)_', 3.7423014586709886)"
17,"(u'D-Art_Teak_Crestwood_Folding_Chair_(Indonesia)', 9.2727009929547908)","('/home/wb/Documents/furniture/Wood_Chair_with_Hemp_Seat', 1.1899608021497836)","(u'Christopher_Knight_Home_Hariata_Fabric_Contour_Chair_with_Ottoman_Set', 0.51744079380943719)","(u'Christopher_Knight_Home_Hariata_Fabric_Contour_Chair_with_Ottoman_Set', 4)","(u'Christopher_Knight_Home_Hariata_Fabric_Contour_Chair_with_Ottoman_Set', 8.991710053774343)","('/home/wb/Documents/furniture/Bari_Chair', 3.7423014586709886)"
18,"(u'Christopher_Knight_Home_Darvis_Black_Bonded_Leather_Recliner_Club_Chair', 9.2727009929547908)","('/home/wb/Documents/furniture/Contemporary_Stripes_Pattern_Fabric_Accent_Chair', 1.1891704970167283)","(u'HomePop_Classic_Brown_Tan_Sage_Leaf_Fabric_Dining_Chair', 0.51744079380943719)","(u'Organic_Modern_Smoky_Teak_Dining_Chair_(India)', 4)","(u'Organic_Modern_Smoky_Teak_Dining_Chair_(India)', 8.991710053774343)","('/home/wb/Documents/furniture/Baxton_Studio_Brittany_Upholstered_Button_Tufted_Modern_Club_Chair', 3.7423014586709886)"
19,"(u'Grayson_Rust_Accent_Chair', 9.2727009929547908)","('/home/wb/Documents/furniture/NPS_Reinforced_Fan-back_Polyfold_Chairs_(Pack_of_12)', 1.1868386639681205)","(u'Ave_Six_Kendall_Tufted_Chair', 0.51744079380943719)","(u'Mid-century_Blue_Linen_Wing_Chair_', 4)","(u'Mid-century_Blue_Linen_Wing_Chair_', 8.991710053774343)","('/home/wb/Documents/furniture/Baxton_Studio_Constanza_Classic_Antiqued_French_Accent_Chair', 3.7423014586709886)"
20,"(u'Wood_Chair_with_Hemp_Seat', 9.2727009929547908)","('/home/wb/Documents/furniture/Cosmo_Oversize_Accent_Chair', 1.1838177794281535)","(u'Antique_Metal_Dining_Chair', 0.46010304929915713)","(u'INSPIRE_Q_Elston_Linen_Sloped_Track_Arm_Chair', 4)","(u'INSPIRE_Q_Elston_Linen_Sloped_Track_Arm_Chair', 8.991710053774343)","('/home/wb/Documents/furniture/Baxton_Studio_Hypatia_Mid-century_Modern_Grey_Fabric_Walnut_Wood_Button-tufted_Accent_Chair_(Set_of_2)', 3.7423014586709886)"
21,"(u'Reece_Linen_Script_Accent_Chair', 9.2727009929547908)","('/home/wb/Documents/furniture/Christopher_Knight_Home_Darvis_Black_Bonded_Leather_Recliner_Club_Chair', 1.1823437761931332)","(u'Luxenberg_Mid_Century_Modern_Barrel_Back_Design_Yellow_Accent_Chair_with_Nailhead_Trim', 0.46010304929915713)","(u'Cora_Patterned_Fabric_Accent_Chair', 4)","(u'Cora_Patterned_Fabric_Accent_Chair', 8.991710053774343)","('/home/wb/Documents/furniture/Bellcrest_Button-tufted_Upholstered_Dining_Chairs_(Set_of_2)', 3.7423014586709886)"
22,"(u'Quilted_Mustard_Yellow_Upholstery_Armless_Chair', 9.2727009929547908)","('/home/wb/Documents/furniture/HomePop_Classic_Brown_Tan_Sage_Leaf_Fabric_Dining_Chair', 1.1808932883734395)","(u'Furniture_of_America_Posille_Contemporary_2-piece_Fabric_Sectional_and_Chair_Set', 0.46010304929915713)","(u'Eames_Style_White_Molded_Plastic_Side_Chair', 4)","(u'Eames_Style_White_Molded_Plastic_Side_Chair', 8.991710053774343)","('/home/wb/Documents/furniture/Bergamot_Black_Resin_folding_chairs', 3.7423014586709886)"
23,"(u'Gardenia_Mid_Century_Modern_Walnut_Wood_Accent_Chair_', 9.2727009929547908)","('/home/wb/Documents/furniture/HomePop_Elegant_Parson_Dining_Chair', 1.1808932883734395)","(u'Milano_Lounger_Chair', 0.46010304929915713)","(u'NPS_Reinforced_Fan-back_Polyfold_Chairs_(Pack_of_12)', 4)","(u'NPS_Reinforced_Fan-back_Polyfold_Chairs_(Pack_of_12)', 8.991710053774343)","('/home/wb/Documents/furniture/Bergamot_Mahogany_Color_Resin_folding_chairs', 3.7423014586709886)"
24,"(u'Enzo_Solid-colored_Accent_Chair', 9.2727009929547908)","('/home/wb/Documents/furniture/HomePop_Modern_Parson_Blue_Chocolate_Damask_Diamond_Fabric_Dining_Chair', 1.1794657562047706)","(u'Greyson_Living_Monoco_Leather_Chairs_(Set_of_2)', 0.46010304929915713)","(u'Dexter_Navy_Armless_Chair', 4)","(u'Dexter_Navy_Armless_Chair', 8.991710053774343)","('/home/wb/Documents/furniture/Bergamot_White_Resin_folding_chairs', 3.7423014586709886)"
25,"(u'Reclaimed_Teak_Chair_Set_(India)', 9.2727009929547908)","('/home/wb/Documents/furniture/Mega_Motion_Upholstered_Brown_Lift_Chair', 1.1739745929443521)","(u'ProLounger_Lya_Cream_Renu_Leather_Power_Recline_and_Lift_Wall_Hugger_Chair', 0.46010304929915713)","(u'Porter_Taos_Sheesham_30-inch_Bar_Height_Dining_Chair_(India)', 4)","(u'Porter_Taos_Sheesham_30-inch_Bar_Height_Dining_Chair_(India)', 8.991710053774343)","('/home/wb/Documents/furniture/Beso_Accent_Chair', 3.7423014586709886)"
26,"(u'Baxton_Studio_Brittany_Upholstered_Button_Tufted_Modern_Club_Chair', 9.2727009929547908)","('/home/wb/Documents/furniture/White_or_Black_Folding_Chair', 1.1739745929443521)","(u'Simple_Living_Delilah_Navy_Accent_Chair', 0.46010304929915713)","(u'Portfolio_Niles_Beige_Retro_Dot_Armless_Chair', 4)","(u'Portfolio_Niles_Beige_Retro_Dot_Armless_Chair', 8.991710053774343)","('/home/wb/Documents/furniture/Better_Living_Yellow_Medallion_Rippa_Chair_with_Silver_Frame', 3.7423014586709886)"
27,"(u'Taylor_Navy_Tufted-back_Accent_Chair', 9.2727009929547908)","('/home/wb/Documents/furniture/Empire_Deco-Style_Bamboo_Folding_Chairs', 1.1700723120477656)","(u'Boss_Double_Plush_Mid-back_Chair', 0.46010304929915713)","(u'Ave_Six_Kendall_Tufted_Chair', 4)","(u'Ave_Six_Kendall_Tufted_Chair', 8.991710053774343)","('/home/wb/Documents/furniture/Blue,_Red_or_Grey_Folding_Chair', 3.7423014586709886)"
28,"(u'INSPIRE_Q_Olivia_Bonded_Leather_Swivel_Recliner_Chair_with_Ottoman', 8.2424008826264803)","('/home/wb/Documents/furniture/Portfolio_Hana_Barley_Tan_Trellis_Wingback_Chair_and_Ottoman_Set', 1.1645371558253901)","(u'Aberly_Accent_Chair', 0.46010304929915713)","(u""Cortesi_Home_'Chicco'_Blue_Armless_Accent_Chair"", 3)","(u""Cortesi_Home_'Chicco'_Blue_Armless_Accent_Chair"", 6.743782540330757)","('/home/wb/Documents/furniture/Boss_Double_Plush_Mid-back_Chair', 3.7423014586709886)"
29,"(u'Christopher_Knight_Home_Malone_Charcoal_Grey_Club_Chair', 8.2424008826264803)","('/home/wb/Documents/furniture/Baxton_Studio_Brittany_Upholstered_Button_Tufted_Modern_Club_Chair', 1.1627714844282138)","(u'Deco_Solids_Accent_Chair', 0.46010304929915713)","(u'Antique_Metal_Dining_Chair', 3)","(u'Antique_Metal_Dining_Chair', 6.743782540330757)","('/home/wb/Documents/furniture/Boss_Modern_Office_Chair', 3.7423014586709886)"
