,bm25,likelyhood,pln,simple,tfidf,unigram
13,"(u'Madison_Reclining_Sofa_and_Loveseat_Set', 17.16951144869828)","('/home/wb/Documents/furniture/ABBYSON_LIVING_Bella_Black_PU_Leather_Sectional', 1.3976940486867777)","(u'Bryant_Home_Power_Reclining_Sofa', 1.1442197794153639)","(u'INSPIRE_Q_Winslow_Concave_Arm_Modern_Sofa', 6)","(u'Portfolio_Trace_Convert-a-Couch_Brown_Renu_Leather_Futon_Sofa_Sleeper', 17.265500349144002)","('/home/wb/Documents/furniture/DHP_Dillan_Vanilla_Faux_Leather_Convertible_Futon', 38.41538461538461)"
14,"(u'Baxton_Studio_Lysandros_Faux_Leather_Arched_Back_Sofa_Twin_Daybed_with_Roll-Out_Trundle_Guest_Bed', 17.16951144869828)","('/home/wb/Documents/furniture/TRIBECCA_HOME_Knightsbridge_Tufted_Scroll_Arm_Chesterfield_Sofa', 1.3975644346956226)","(u'ABBYSON_LIVING_Newport_Double_Cushion_Convertible_Sofa', 1.1347090700556794)","(u'Leonardo_White_Leather_Sofa', 6)","(u'Moser_Bay_Furniture_Roll_Arm_7_Seats_Sectional_Sofa_Set', 17.265500349144002)","('/home/wb/Documents/furniture/DHP_Emily_Chaise_Lounger', 38.41538461538461)"
15,"(u'White_Bonded_Leather_Reclining_Sofa', 17.16951144869828)","('/home/wb/Documents/furniture/ABBYSON_LIVING_Aspen_Ivory_Leather_Foldable_Futon_Sleeper_Sofa_Bed', 1.386451842971951)","(u'ABBYSON_LIVING_Aspen_Black_Leather_Foldable_Futon_Sleeper_Sofa_Bed', 1.0694907923622612)","(u'Furniture_of_America_Peyton_2-piece_Sofa_Sofa_Bed_and_Chair_Set', 6)","(u'Bryant_Home_Power_Reclining_Sofa', 17.265500349144002)","('/home/wb/Documents/furniture/DHP_Studio_Black_Convertible_Futon', 38.41538461538461)"
16,"(u'ABBYSON_LIVING_Brownstone_Premium_Top-grain_Leather_Reclining_Sofa', 17.16951144869828)","('/home/wb/Documents/furniture/Furniture_of_America_Peyton_2-piece_Sofa_Sofa_Bed_and_Chair_Set', 1.3834002292213088)","(u'RECLINING_-_SOFA_IVORY_BONDED_LEATHER', 1.0694907923622612)","(u'Jacksonville_Ash_Premium_Fabric_Foldable_Futon_Sleeper_Sofa_Bed', 6)","(u'Furniture_of_America_Peyton_2-piece_Sofa_Sofa_Bed_and_Chair_Set', 17.10899586346401)","('/home/wb/Documents/furniture/Diamond_White_Bonded_Leather_Sleeper_Sofa', 38.41538461538461)"
17,"(u'Estella_Beige_Leather_Reclining_Sofa', 17.16951144869828)","('/home/wb/Documents/furniture/Hamilton_Ivory_Italian_Leather_Sofa_and_Loveseat', 1.3810849223002322)","(u'Reclining-Sofa_Ivory_Bonded_Leather', 1.0694907923622612)","(u'Ralston_Bonded_Leather_Reclining_Sofa_and_Loveseat_Set', 6)","(u'Ralston_Bonded_Leather_Reclining_Sofa_and_Loveseat_Set', 17.10899586346401)","('/home/wb/Documents/furniture/Furniture_of_America_Hurshel_Grey_Faux_Leather_Reclining_Loveseat_with_Console', 38.41538461538461)"
18,"(u'Otto_Brown_Leather_Air_Reclining_Sofa', 17.16951144869828)","('/home/wb/Documents/furniture/ABBYSON_LIVING_Montecito_Dark_brown_Leather_Storage_Ottoman', 1.3721544633295986)","(u'Palomino_Sleeper_Sofa', 1.0694907923622612)","(u'Portfolio_Trace_Convert-a-Couch_Brown_Renu_Leather_Futon_Sofa_Sleeper', 6)","(u'Troy_Recliner_Sofa', 17.10899586346401)","('/home/wb/Documents/furniture/Furniture_of_America_Hurshel_Grey_Faux_Leather_Reclining_Sofa', 38.41538461538461)"
19,"(u'Sawyer_Sofa', 17.16951144869828)","('/home/wb/Documents/furniture/Christopher_Knight_Home_Stratton_Recliner', 1.3721544633295986)","(u'RECLINING_-_SOFA_BROWN_BONDED_LEATHER', 1.0694907923622612)","(u'Troy_Recliner_Sofa', 6)","(u'Diamond_White_Bonded_Leather_Sleeper_Sofa', 17.10899586346401)","('/home/wb/Documents/furniture/Furniture_of_America_Loffman_Grey_Bonded_Leather_Reclining_Loveseat', 38.41538461538461)"
20,"(u'Memphis_Sand_Double_Cushion_Futon_Sofa_Bed_', 16.810855335681634)","('/home/wb/Documents/furniture/Barcelona_Faux_Leather_Reclining_Living_Room_Sofa', 1.3593874112453148)","(u'DHP_Studio_Black_Convertible_Futon', 1.0639720329924969)","(u'Select_Luxury_Reversible_4-inch_Queen-size_Foam_Sofa_Bed_Sleeper_Mattress', 6)","(u'ABBYSON_LIVING_Newport_Double_Cushion_Convertible_Sofa', 16.95249137778402)","('/home/wb/Documents/furniture/Furniture_of_America_Peyton_2-piece_Sofa_Sofa_Bed_and_Chair_Set', 38.41538461538461)"
21,"(u'Transitional_Burgundy_Reclining_Sofa', 16.810855335681634)","('/home/wb/Documents/furniture/Furniture_of_America_Modern_Marzipan_Leatherette_Platform_Daybed_with_Trundle', 1.3576215887523659)","(u'Bonded_Leather_Sofa', 1.0639720329924969)","(u'Diamond_White_Bonded_Leather_Sleeper_Sofa', 6)","(u'INSPIRE_Q_Winslow_Concave_Arm_Modern_Sofa', 16.639482406424037)","('/home/wb/Documents/furniture/Hamilton_Ivory_Italian_Leather_Sofa_and_Loveseat', 38.41538461538461)"
22,"(u'Jacksonville_Camel_Foldable_Futon_Sleeper_Sofa_Bed', 16.810855335681634)","('/home/wb/Documents/furniture/LYKE_Home_Ramos_Cream_Reclining_Loveseat', 1.3492347860296094)","(u'Rouen_Bonded_Leather_Recliner_Motion_Living_Room_Set', 1.0639720329924969)","(u'Moser_Bay_Furniture_Roll_Arm_7_Seats_Sectional_Sofa_Set', 6)","(u'Jacksonville_Ash_Premium_Fabric_Foldable_Futon_Sleeper_Sofa_Bed', 16.639482406424037)","('/home/wb/Documents/furniture/INSPIRE_Q_Bento_Modern_Mini_Futon_Sofa_Bed', 38.41538461538461)"
23,"(u'Aldo_Bonded_Leather_Reclining_Sofa', 16.810855335681634)","('/home/wb/Documents/furniture/Safavieh_Metro_Clay_Leather_Side_Chairs_(Set_of_2)', 1.3492347860296094)","(u'TRIBECCA_HOME_Knightsbridge_Tufted_Scroll_Arm_Chesterfield_6-Seat_L-Shaped_Sectional', 0.96618005486963932)","(u'Bryant_Home_Power_Reclining_Sofa', 6)","(u'Select_Luxury_Reversible_4-inch_Queen-size_Foam_Sofa_Bed_Sleeper_Mattress', 16.639482406424037)","('/home/wb/Documents/furniture/LYKE_Home_Daryl_Cream_Motion_Sofa', 38.41538461538461)"
24,"(u'DHP_Dillan_Vanilla_Faux_Leather_Convertible_Futon', 16.247571614556946)","('/home/wb/Documents/furniture/TRIBECCA_HOME_Saipan_Modern_Recliner_Club_Chair', 1.3402621530919387)","(u'ABBYSON_LIVING_Tuscan_Premium_Italian_Leather_Sofa', 0.96618005486963932)","(u'Donatello_Urban_Style_Solid_Wood_Leatherette_Padded_Parson_Chair_(Set_of_2)', 5)","(u'Donatello_Urban_Style_Solid_Wood_Leatherette_Padded_Parson_Chair_(Set_of_2)', 14.648757767086654)","('/home/wb/Documents/furniture/LYKE_Home_Ramos_Cream_Reclining_Sofa', 38.41538461538461)"
25,"(u'Hamilton_Ivory_Italian_Leather_Sofa_and_Loveseat', 16.247571614556946)","('/home/wb/Documents/furniture/Black_Bonded_Leather_Reclining_Sofa', 1.340034987023542)","(u'ABBYSON_LIVING_Aspen_Red_Leather_Foldable_Futon_Sleeper_Sofa_Bed', 0.96618005486963932)","(u'Reclining-Sofa_Ivory_Bonded_Leather', 5)","(u'Christopher_Knight_Home_Gentry_Bonded_Leather_Ivory_Dining_Chair_(Set_of_2)', 14.648757767086654)","('/home/wb/Documents/furniture/Portfolio_Trace_Convert-a-Couch_Brown_Renu_Leather_Futon_Sofa_Sleeper', 38.41538461538461)"
26,"(u'Moser_Bay_Furniture_6_Seat_Sectional_Sofa_Set', 16.247571614556946)","('/home/wb/Documents/furniture/TRIBECCA_HOME_Eland_Brown_Glider_Recliner_Loveseat', 1.3373738234251409)","(u'Reclining-Loveseat_Ivory_Bonded_Leather', 0.91660490431558395)","(u'Furniture_of_America_Hurshel_Grey_Faux_Leather_Reclining_Sofa', 5)","(u'Easy_Living_Swiss_Power_Reclining_Loveseat_with_USB', 14.648757767086654)","('/home/wb/Documents/furniture/RECLINING_-_SOFA_BROWN_BONDED_LEATHER', 38.41538461538461)"
27,"(u'INSPIRE_Q_Bento_Modern_Mini_Futon_Sofa_Bed', 16.152980991343764)","('/home/wb/Documents/furniture/Baxton_Studio_Mid-Century_Masterpieces_Grey_Sofa', 1.3344936563226804)","(u'Grey_Bonded_Leather_Reclining_Sofa_Charcoal', 0.91660490431558395)","(u'Yosemite_Perfect_Sit_and_Sleep_Lodge-style_Pillow_Top_Sofa_Sleeper_Bed', 5)","(u'Baxton_Studio_Petito_Contemporary_3-tier_White_Faux_Leather_Upholstered_Shoe_Cabinet', 14.648757767086654)","('/home/wb/Documents/furniture/RECLINING_-_SOFA_IVORY_BONDED_LEATHER', 38.41538461538461)"
28,"(u'Ralston_Bonded_Leather_Reclining_Sofa', 16.152980991343764)","('/home/wb/Documents/furniture/Reginald_Charme_Russet_Leather_Sofa', 1.3331329522096054)","(u'Jess_Leather_3-piece_Living_Room_Collection', 0.91660490431558395)","(u'Christopher_Knight_Home_Gentry_Bonded_Leather_Ivory_Dining_Chair_(Set_of_2)', 5)","(u'ProLounger_Lya_Brown_Renu_Leather_Power_Recline_and_Lift_Wall_Hugger_Chair', 14.648757767086654)","('/home/wb/Documents/furniture/Ralston_Bonded_Leather_Reclining_Sofa_and_Loveseat_Set', 38.41538461538461)"
29,"(u'Christopher_Knight_Home_Gentry_Bonded_Leather_Ivory_Dining_Chair_(Set_of_2)', 16.11363354379532)","('/home/wb/Documents/furniture/Christopher_Knight_Home_Roland_Ivory_Leather_Dining_Chairs_(Set_of_2)', 1.3317431383573131)","(u'Furniture_of_America_Hurshel_Grey_Faux_Leather_Reclining_Loveseat_with_Console', 0.91660490431558395)","(u'DHP_Westwood_Mahogany_Wood_Convertible_Sofa_Sleeper', 5)","(u'Baxton_Studio_Petito_Contemporary_2-tier_White_Faux_Leather_Upholstered_Shoe_Cabinet', 14.648757767086654)","('/home/wb/Documents/furniture/Reclining-Loveseat_Ivory_Bonded_Leather', 38.41538461538461)"
