,bm25,likelyhood,pln,simple,tfidf,unigram
10,"(u'Shaker_Series_18-inch_Natural_Finish_5.5-inch_Deep_Inside_On_The_Wall_Cabinet', 18.483634097829718)","('/home/wb/Documents/furniture/Maple_Wall_Cabinets', 1.668957228218765)","(u'Furniture_of_America_Julienne_Modern_Sliding_Door_Wine_Bar_Dining_Server', 0.90817963217464626)","(u'Shaker_Series_24-inch_Natural_Finish_2.5-inch_Deep_Inside_On_The_Wall_Cabinet', 9)","(u'Shaker_Series_24-inch_Natural_Finish_5.5-inch_Deep_Inside_Open_Shelf_On_The_Wall_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/Maple_Wall_Cabinets', 80.306555323590814)"
11,"(u'Shaker_Series_24-inch_Natural_Finish_2.5-inch_Deep_Inside_On_The_Wall_Cabinet', 18.483634097829718)","('/home/wb/Documents/furniture/South_Shore_Fiesta_Microwave_Cart_on_Wheels', 1.6644917022558703)","(u'Denver_White_Modern_Kitchen_Cart', 0.83340500915251825)","(u'Shaker_Series_18-inch_Natural_Finish_2.5-inch_Deep_Inside_On_The_Wall_Cabinet', 9)","(u'Shaker_Series_18-inch_Natural_Finish_5.5-inch_Deep_Inside_On_The_Wall_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/Simple_Living_Antique_White_Sliding_Door_Stackable_Cabinet', 80.306555323590814)"
12,"(u'Shaker_Series_18-inch_Natural_Finish_2.5-inch_Deep_Inside_On_The_Wall_Cabinet', 18.483634097829718)","('/home/wb/Documents/furniture/Inval_Microwave_Cart_with_Storage', 1.6399190011349873)","(u'Shaker_Series_24-inch_Natural_Finish_7.25-inch_Deep_Inside_Open_Shelf_On_The_Wall_Cabinet', 0.78684642517717307)","(u'Shaker_Series_30-inch_Natural_Finish_5.5-inch_Deep_Inside_On_The_Wall_Cabinet', 9)","(u'Shaker_Series_24-inch_Natural_Finish_2.5-inch_Deep_Inside_On_The_Wall_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/Simple_Living_Tall_Cabinet', 80.306555323590814)"
13,"(u'Shaker_Series_30-inch_Natural_Finish_5.5-inch_Deep_Inside_On_The_Wall_Cabinet', 18.483634097829718)","('/home/wb/Documents/furniture/Kosas_Home_60-inch_Denso_Round_Wood_Dining_Table', 1.5801195663539218)","(u'42-inch_Andrew_Series_Narrow_On_the_Wall_7.25-inch_Interior_Depth_Cabinet', 0.78684642517717307)","(u'Shaker_Series_48-inch_Natural_Finish_On_The_Wall_Cabinet', 9)","(u'Shaker_Series_18-inch_Natural_Finish_2.5-inch_Deep_Inside_On_The_Wall_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/Altra_Landry_Black_Ebony_Ash_Microwave_Cart', 15.720000000000001)"
14,"(u'Shaker_Series_48-inch_Natural_Finish_On_The_Wall_Cabinet', 18.483634097829718)","('/home/wb/Documents/furniture/Denver_White_Modern_Kitchen_Cart', 1.5775571665910975)","(u'22-inch_Andrew_Series_Narrow_On_the_Wall_3.5-inch_Interior_Depth_Cabinet', 0.78684642517717307)","(u'Simple_Living_Antique_White_Sliding_Door_Stackable_Cabinet', 9)","(u'Shaker_Series_30-inch_Natural_Finish_5.5-inch_Deep_Inside_On_The_Wall_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/Altra_White_Kitchen_Microwave_Cart', 15.720000000000001)"
15,"(u'42-inch_Andrew_Series_Narrow_On_the_Wall_3.5-inch_Interior_Depth_Cabinet', 18.483634097829718)","('/home/wb/Documents/furniture/K_&_B_D917-05_Dinette_Table', 1.5725015091490171)","(u'22-inch_Andrew_Series_Narrow_On_the_Wall_5.5-inch_Interior_Depth_Cabinet', 0.78684642517717307)","(u'Shaker_Series_30-inch_Natural_Finish_5.5-inch_Deep_Shelf_On_The_Wall_Cabinet', 9)","(u'Shaker_Series_48-inch_Natural_Finish_On_The_Wall_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/Anolon_Advanced_Bronze_Collection_Nonstick_11-piece_Cookware_Set', 15.720000000000001)"
16,"(u'Shaker_Series_30-inch_Natural_Finish_6-inch_Open_Shelf_On_The_Wall_Cabinet', 18.483634097829718)","('/home/wb/Documents/furniture/18-inch_Shaker_Series_On_the_Wall_Cabinet_', 1.5699810183184773)","(u'Shaker_Series_30-inch_Natural_Finish_12-inch_Open_Shelf_On_The_Wall_Cabinet', 0.78684642517717307)","(u'42-inch_Andrew_Series_Narrow_On_the_Wall_3.5-inch_Interior_Depth_Cabinet', 9)","(u'Shaker_Series_30-inch_Natural_Finish_5.5-inch_Deep_Shelf_On_The_Wall_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/Ansel_Trestle_Table', 15.720000000000001)"
17,"(u'18-inch_Shaker_Series_On_the_Wall_Cabinet_', 18.247032580598557)","('/home/wb/Documents/furniture/Altra_Landry_Black_Ebony_Ash_Microwave_Cart', 1.560251151600941)","(u'Shaker_Series_24-inch_Natural_Finish_5.5-inch_Deep_Inside_Open_Shelf_On_The_Wall_Cabinet', 0.78684642517717307)","(u'Shaker_Series_30-inch_Natural_Finish_6-inch_Open_Shelf_On_The_Wall_Cabinet', 9)","(u'42-inch_Andrew_Series_Narrow_On_the_Wall_3.5-inch_Interior_Depth_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/Azzo_Beige_Plastic_Mid-Century_Modern_Shell_Chairs_(Set_of_2)_', 15.720000000000001)"
18,"(u'Genevieve_Double_Door_Wall_Cabinet_by_Elegant_Home_Fashions', 18.247032580598557)","('/home/wb/Documents/furniture/36-inch_Shaker_Series_On_the_Wall_Cabinet_2.5-inches_Deep', 1.5575270108186576)","(u'Shaker_Series_30-inch_Natural_Finish_5.5-inch_Deep_Shelf_On_The_Wall_Cabinet', 0.78684642517717307)","(u'Shaker_Series_42-inch_Natural_Finish_5.5-inch_Deep_Inside_Open_Shelf_On_The_Wall_Cabinet', 8)","(u'Shaker_Series_30-inch_Natural_Finish_6-inch_Open_Shelf_On_The_Wall_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/Christopher_Knight_Home_Adjustable_Natural_Fir_Wood_Finish_Barstool', 15.720000000000001)"
19,"(u'Christopher_Knight_Home_Leo_Oak_Wood_Curved_Sideboard_Cabinet', 18.247032580598557)","('/home/wb/Documents/furniture/Kitchen_Cabinet', 1.5230976604005551)","(u'30-inch_Allentown_Series_On_the_Wall_Cabinet_with_6-inch_Open_Shelf_3.5-inch_Deep_Inside', 0.69533420031746107)","(u'Fresca_Teak_Bathroom_Linen_Side_Cabinet_with_4_Cubby_Holes_and_Mirror', 8)","(u'Shaker_Series_42-inch_Natural_Finish_5.5-inch_Deep_Inside_Open_Shelf_On_The_Wall_Cabinet', 20.910777969261904)","('/home/wb/Documents/furniture/Christopher_Knight_Home_Clearwater_Multi-Colored_Wood_Dining_Table_(ONLY)_with_Leaf_Extension', 15.720000000000001)"
20,"(u'Shaker_Series_42-inch_Natural_Finish_5.5-inch_Deep_Inside_Open_Shelf_On_The_Wall_Cabinet', 17.693735204760074)","('/home/wb/Documents/furniture/Home_Styles_Cottage_Oak_Dining_Table', 1.5182197076309869)","(u'Ashley_Series_42-inch_Wood_Glass_Wall_Cabinet', 0.69533420031746107)","(u'Agni_Modern_and_Contemporary_Dark_Brown_Buffet_and_Hutch_Kitchen_Cabinet', 8)","(u'Fresca_Teak_Bathroom_Linen_Side_Cabinet_with_4_Cubby_Holes_and_Mirror', 20.910777969261904)","('/home/wb/Documents/furniture/Christopher_Knight_Home_Dinah_Roll_Top_White_Fabric_Dining_Chair_(Set_of_2)', 15.720000000000001)"
21,"(u'Fresca_Teak_Bathroom_Linen_Side_Cabinet_with_4_Cubby_Holes_and_Mirror', 17.693735204760074)","('/home/wb/Documents/furniture/Gallerie_Decor_Natural_Spa_Bamboo_Wall_Cabinet', 1.4884395775504766)","(u'INSPIRE_Q_Myra_Rustic_Mobile_Kitchen_Bar_Serving_Wine_Cart_with_Removable_Tray_Top', 0.68982368097232016)","(u'Fresca_Teak_Bathroom_Linen_Side_Cabinet_with_3_Large_Storage_Areas', 7)","(u'Altra_Heartland_Cabinetry_Keystone_30-inch_Short_Wall_Cabinet_W3015', 19.754854035236185)","('/home/wb/Documents/furniture/Christopher_Knight_Home_Taylor_Ivory_Leather_Dining_Chair_Set_of_2', 15.720000000000001)"
22,"(u'Simple_Living_Antique_White_Sliding_Door_Stackable_Cabinet', 16.850579317283145)","('/home/wb/Documents/furniture/Kosas_Home_Hamshire_72-inch_Dining_Table', 1.4839370411914363)","(u'Classique_Espresso_Double-door_Floor_Cabinet_by_Elegant_Home_Fashions', 0.65337999681051473)","(u'Altra_Heartland_Cabinetry_Keystone_30-inch_Short_Wall_Cabinet_W3015', 7)","(u'Fresca_Teak_Bathroom_Linen_Side_Cabinet_with_3_Large_Storage_Areas', 18.296930723104165)","('/home/wb/Documents/furniture/Christopher_Knight_Home_Venetian_Dining_Chair_(Set_of_2)', 15.720000000000001)"
23,"(u'Wood_Marble_White_Kitchen_Cart', 16.796053552945253)","('/home/wb/Documents/furniture/Home_Styles_Nantucket_White_Distressed_Finish_Pantry', 1.4041039127416883)","(u'Furniture_of_America_Studio_5-shelf_Red_Cocoa_Shoe_Cabinet', 0.65337999681051473)","(u'Shaker_Series_42-inch_Double_Door_Wall_Cabinet', 6)","(u'Genevieve_Double_Door_Floor_Cabinet_by_Elegant_Home_Fashions', 17.141006789078446)","('/home/wb/Documents/furniture/Denver_White_Modern_Kitchen_Cart', 15.720000000000001)"
24,"(u'Fresca_Teak_Bathroom_Linen_Side_Cabinet_with_3_Large_Storage_Areas', 16.772186496178819)","('/home/wb/Documents/furniture/Highland_White_Double_Glass_Door_Wall_Cabinet_by_Elegant_Home_Fashions', 1.3982797085935073)","(u'Windham_Wall_Cabinet_with_Two_Glass_Doors_by_Elegant_Home_Fashions', 0.65337999681051473)","(u'18-inch_7.25-inch_deep_Ashley_Series_On_the_Wall_Cabinet_', 6)","(u'Altra_White_Kitchen_Microwave_Cart', 16.287082233159033)","('/home/wb/Documents/furniture/Furniture_of_America_Capella_Modern_Bentwood_Chair_(Set_of_4)', 15.720000000000001)"
25,"(u'Shaker_Series_42-inch_Double_Door_Wall_Cabinet', 15.683083476946429)","('/home/wb/Documents/furniture/Bayfield_Espresso_Shutter_Door_Corner_Floor__Cabinet_by_Elegant_Home_Fashions', 1.3826147422029686)","(u'Stripe_Wood_Medicine_Cabinet_by_Elegant_Home_Fashions', 0.65337999681051473)","(u'30-inch_Allentown_Series_On_the_Wall_Cabinet_with_6-inch_Open_Shelf_3.5-inch_Deep_Inside', 6)","(u'Altra_Landry_Black_Ebony_Ash_Microwave_Cart', 16.287082233159033)","('/home/wb/Documents/furniture/Furniture_of_America_Clarks_Farmhouse_Style_Dining_Chair_(Set_of_2)', 15.720000000000001)"
26,"(u'18-inch_7.25-inch_deep_Ashley_Series_On_the_Wall_Cabinet_', 15.683083476946429)","('/home/wb/Documents/furniture/Upton_Home_Valorian_Metal_Wall_Mount_Wine_Rack_Sculpture', 1.3702962961169636)","(u'Virgo_1-door_Wall_Cabinet_by_Elegant_Home_Fashions', 0.60167028779169496)","(u'Genevieve_Double_Door_Floor_Cabinet_by_Elegant_Home_Fashions', 6)","(u'Simple_Living_Pine_Utility_Kitchen_Pantry', 16.287082233159033)","('/home/wb/Documents/furniture/Gourmet_Chef_15-piece_Stainless_Steel_Cookware_Set_Black_or_Red', 15.720000000000001)"
27,"(u'48-inch_Ashley_Series_On_the_Wall_Cabinet', 15.683083476946429)","('/home/wb/Documents/furniture/Christopher_Knight_Home_Taylor_Ivory_Leather_Dining_Chair_Set_of_2', 1.3672275298811631)","(u'Baxton_Studio_Espresso_Shoe-Rack_Modern_Cabinet', 0.60167028779169496)","(u'48-inch_Ashley_Series_On_the_Wall_Cabinet', 6)","(u'Simple_Living_Tall_Cabinet', 15.985082855052731)","('/home/wb/Documents/furniture/Home_Styles_Cottage_Oak_Dining_Table', 15.720000000000001)"
28,"(u'36-inch_Shaker_Series_On_the_Wall_Cabinet_2.5-inches_Deep', 15.679861178122209)","('/home/wb/Documents/furniture/Simple_Living_Antique_White_Sliding_Door_Stackable_Cabinet', 1.3643418256581377)","(u'Bayfield_Dark_Espresso_Double_Shutter_Door_Wall_Cabinet_by_Elegant_Home_Fashions', 0.60167028779169496)","(u'Ashley_Series_42-inch_Wood_Glass_Wall_Cabinet', 6)","(u'Shaker_Series_42-inch_Double_Door_Wall_Cabinet', 15.683083476946429)","('/home/wb/Documents/furniture/Home_Styles_Danville_Kitchen_Cart', 15.720000000000001)"
29,"(u'Classique_Espresso_Corner_Wall_Cabinet_by_Elegant_Home_Fashions', 14.376159853867559)","(""/home/wb/Documents/furniture/La_France'_Reclaimed_Wood_Dining_Table"", 1.3642097655965055)","(u'Ashley_Series_48x7.25-inch_Unfinished_Wood_Wall_Cabinet', 0.60167028779169496)","(u'Altra_Blackburn_6-door_Storage_Cabinet_with_Multicolored_Door_Fronts', 5)","(u'18-inch_7.25-inch_deep_Ashley_Series_On_the_Wall_Cabinet_', 15.683083476946429)","('/home/wb/Documents/furniture/Home_Styles_Nantucket_White_Distressed_Finish_Pantry', 15.720000000000001)"
