,bm25,likelyhood,pln,simple,tfidf,unigram
10,"(u'Shaker_Series_42-inch_Natural_Finish_5.5-inch_Deep_Inside_Open_Shelf_On_The_Wall_Cabinet', 17.693735204760074)","('/home/wb/Documents/furniture/Yvette_Dark-Espresso_Two-Door_Floor_Cabinet_by_Elegant_Home_Fashions', 2.0695387370106122)","(u'Furniture_of_America_Studio_5-shelf_Red_Cocoa_Shoe_Cabinet', 0.65337999681051473)","(u'Shaker_Series_18-inch_Natural_Finish_2.5-inch_Deep_Inside_On_The_Wall_Cabinet', 9)","(u'Shaker_Series_18-inch_Natural_Finish_2.5-inch_Deep_Inside_On_The_Wall_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/48-inch_Ashley_Series_On_the_Wall_Cabinet', 5.1085594989561587)"
11,"(u'Fresca_Teak_Bathroom_Linen_Side_Cabinet_with_4_Cubby_Holes_and_Mirror', 17.693735204760074)","('/home/wb/Documents/furniture/Veranda_Bay_Two-door_Wall_Cabinet_by_Elegant_Home_Fashions', 2.0632151870364281)","(u'Classique_Espresso_Double-door_Floor_Cabinet_by_Elegant_Home_Fashions', 0.65337999681051473)","(u'Shaker_Series_30-inch_Natural_Finish_5.5-inch_Deep_Inside_On_The_Wall_Cabinet', 9)","(u'Shaker_Series_30-inch_Natural_Finish_5.5-inch_Deep_Inside_On_The_Wall_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/48-inch_Recessed_in_the_Wall_Baldwin_Medicine_Storage_Cabinet', 5.1085594989561587)"
12,"(u'Fresca_Teak_Bathroom_Linen_Side_Cabinet_with_3_Large_Storage_Areas', 16.772186496178819)","('/home/wb/Documents/furniture/Veranda_Bay_Dark_Espresso_2_Door_Floor_Cabinet_by_Elegant_Home_Fashions', 2.056377543622764)","(u'Windham_Wall_Cabinet_with_Two_Glass_Doors_by_Elegant_Home_Fashions', 0.65337999681051473)","(u'Shaker_Series_48-inch_Natural_Finish_On_The_Wall_Cabinet', 9)","(u'Shaker_Series_48-inch_Natural_Finish_On_The_Wall_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/Adeco_White_Finish_Single_Door_Wall_Cabinet', 5.1085594989561587)"
13,"(u'Shaker_Series_42-inch_Double_Door_Wall_Cabinet', 15.683083476946429)","('/home/wb/Documents/furniture/Yvette_2_Door_Floor_Cabinet_by_Elegant_Home_Fashions', 2.0499391028379987)","(u'Stripe_Wood_Medicine_Cabinet_by_Elegant_Home_Fashions', 0.65337999681051473)","(u'Shaker_Series_30-inch_Natural_Finish_5.5-inch_Deep_Shelf_On_The_Wall_Cabinet', 9)","(u'Shaker_Series_30-inch_Natural_Finish_5.5-inch_Deep_Shelf_On_The_Wall_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/Agni_Modern_and_Contemporary_Dark_Brown_Buffet_and_Hutch_Kitchen_Cabinet', 5.1085594989561587)"
14,"(u'18-inch_7.25-inch_deep_Ashley_Series_On_the_Wall_Cabinet_', 15.683083476946429)","('/home/wb/Documents/furniture/Virgo_2-door_Floor_Cabinet_by_Elegant_Home_Fashions', 2.049177292983603)","(u'Genevieve_Double_Door_Floor_Cabinet_by_Elegant_Home_Fashions', 0.65337999681051473)","(u'42-inch_Andrew_Series_Narrow_On_the_Wall_3.5-inch_Interior_Depth_Cabinet', 9)","(u'42-inch_Andrew_Series_Narrow_On_the_Wall_3.5-inch_Interior_Depth_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/Albany_Wood_Shoe_Storage_Cabinet_with_Mirror_In_Black', 5.1085594989561587)"
15,"(u'48-inch_Ashley_Series_On_the_Wall_Cabinet', 15.683083476946429)","('/home/wb/Documents/furniture/Design_House_Concord_White_Gloss_Wall_2-Door_Bathroom_Cabinet', 2.0299541617601689)","(u'Altra_Mercer_6-door_Storage_Cabinet_with_Multi-colored_Doors', 0.60167028779169496)","(u'Shaker_Series_30-inch_Natural_Finish_6-inch_Open_Shelf_On_The_Wall_Cabinet', 9)","(u'Shaker_Series_30-inch_Natural_Finish_6-inch_Open_Shelf_On_The_Wall_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/Albany_Wood_Shoe_Storage_Cabinet_with_Mirror_In_Brown', 5.1085594989561587)"
16,"(u'Classique_Espresso_Corner_Wall_Cabinet_by_Elegant_Home_Fashions', 14.376159853867559)","('/home/wb/Documents/furniture/Christopher_Knight_Home_Emerald_Isle_Green_Two_Door_Cabinet', 2.0235701137759659)","(u'Virgo_1-door_Wall_Cabinet_by_Elegant_Home_Fashions', 0.60167028779169496)","(u'Shaker_Series_18-inch_Natural_Finish_5.5-inch_Deep_Inside_On_The_Wall_Cabinet', 9)","(u'Shaker_Series_18-inch_Natural_Finish_5.5-inch_Deep_Inside_On_The_Wall_Cabinet', 23.524625215419643)","('/home/wb/Documents/furniture/Altra_2-drawer_Lateral_File', 5.1085594989561587)"
17,"(u'Shaker_Series_Unfinished_Wall_Cabinet_', 14.376159853867559)","('/home/wb/Documents/furniture/Hand-carved_Royal_Elephants_Storage_Cabinet', 1.9840147080389494)","(u'Furniture_of_America_Ekko_Contemporary_Espresso_10-shelf_Shoe_Cabinet', 0.60167028779169496)","(u'Shaker_Series_42-inch_Natural_Finish_5.5-inch_Deep_Inside_Open_Shelf_On_The_Wall_Cabinet', 8)","(u'Shaker_Series_42-inch_Natural_Finish_5.5-inch_Deep_Inside_Open_Shelf_On_The_Wall_Cabinet', 20.910777969261904)","('/home/wb/Documents/furniture/Altra_Blackburn_6-door_Storage_Cabinet_with_Multicolored_Door_Fronts', 5.1085594989561587)"
18,"(u'Shaker_Series_24-inch_Natural_Finish_7.25-inch_Deep_Inside_Open_Shelf_On_The_Wall_Cabinet', 13.619519861558739)","('/home/wb/Documents/furniture/Christopher_Knight_Home_Two_Door_Demilume_Cabinet', 1.9112539305291807)","(u'Furniture_of_America_Arthurie_Espresso_Enclosed_5-Shelf_Shoe_Cabinet', 0.60167028779169496)","(u'Fresca_Teak_Bathroom_Linen_Side_Cabinet_with_4_Cubby_Holes_and_Mirror', 8)","(u'Fresca_Teak_Bathroom_Linen_Side_Cabinet_with_4_Cubby_Holes_and_Mirror', 20.910777969261904)","('/home/wb/Documents/furniture/Altra_Blackburn_Storage_Bookcase', 5.1085594989561587)"
19,"(u'42-inch_Andrew_Series_Narrow_On_the_Wall_7.25-inch_Interior_Depth_Cabinet', 13.619519861558739)","('/home/wb/Documents/furniture/Hodedah_Kitchen_Island', 1.8384483348855138)","(u'Altra_Blackburn_6-door_Storage_Cabinet_with_Multicolored_Door_Fronts', 0.60167028779169496)","(u'Simple_Living_Antique_White_Sliding_Door_Stackable_Cabinet', 8)","(u'Simple_Living_Antique_White_Sliding_Door_Stackable_Cabinet', 20.910777969261904)","('/home/wb/Documents/furniture/Altra_Heartland_Cabinetry_Keystone_30-inch_Short_Wall_Cabinet_W3015', 5.1085594989561587)"
20,"(u'22-inch_Andrew_Series_Narrow_On_the_Wall_3.5-inch_Interior_Depth_Cabinet', 13.619519861558739)","('/home/wb/Documents/furniture/Grand_Reserve_Cherry_Bathroom_Wall_Cabinet', 1.2995691364787973)","(u'Simple_Living_Glass_Sliding_Door_Stackable_Cabinet', 0.60167028779169496)","(u'Fresca_Teak_Bathroom_Linen_Side_Cabinet_with_3_Large_Storage_Areas', 7)","(u'Fresca_Teak_Bathroom_Linen_Side_Cabinet_with_3_Large_Storage_Areas', 18.296930723104165)","('/home/wb/Documents/furniture/Altra_Manhattan_Chocolate_Oak_Lateral_File_Cabinet', 5.1085594989561587)"
21,"(u'22-inch_Andrew_Series_Narrow_On_the_Wall_5.5-inch_Interior_Depth_Cabinet', 13.619519861558739)","('/home/wb/Documents/furniture/Shaker_Series_48-inch_Natural_Finish_On_The_Wall_Cabinet', 1.2995691364787973)","(u'Shaker_Series_24-inch_Wall-mount_Cabinet_with_Open_Shelf', 0.60167028779169496)","(u'Shaker_Series_42-inch_Double_Door_Wall_Cabinet', 6)","(u'Shaker_Series_42-inch_Double_Door_Wall_Cabinet', 15.683083476946429)","('/home/wb/Documents/furniture/Altra_Mercer_6-door_Storage_Cabinet_with_Multi-colored_Doors', 5.1085594989561587)"
22,"(u'Shaker_Series_30-inch_Natural_Finish_12-inch_Open_Shelf_On_The_Wall_Cabinet', 13.619519861558739)","('/home/wb/Documents/furniture/Shaker_Series_42-inch_Natural_Finish_On_The_Wall_Cabinet', 1.2970028511460385)","(u'Bayfield_Dark_Espresso_Double_Shutter_Door_Wall_Cabinet_by_Elegant_Home_Fashions', 0.60167028779169496)","(u'18-inch_7.25-inch_deep_Ashley_Series_On_the_Wall_Cabinet_', 6)","(u'18-inch_7.25-inch_deep_Ashley_Series_On_the_Wall_Cabinet_', 15.683083476946429)","('/home/wb/Documents/furniture/Altra_Princeton_Lateral_File', 5.1085594989561587)"
23,"(u'Shaker_Series_24-inch_Natural_Finish_5.5-inch_Deep_Inside_Open_Shelf_On_The_Wall_Cabinet', 13.619519861558739)","('/home/wb/Documents/furniture/Shaker_Series_30-inch_Natural_Finish_On_The_Wall_Cabinet', 1.2802079103154527)","(u'Furniture_of_America_Mirille_Mission_Style_4-Shelf_Shoe_Cabinet', 0.60167028779169496)","(u'30-inch_Allentown_Series_On_the_Wall_Cabinet_with_6-inch_Open_Shelf_3.5-inch_Deep_Inside', 6)","(u'30-inch_Allentown_Series_On_the_Wall_Cabinet_with_6-inch_Open_Shelf_3.5-inch_Deep_Inside', 15.683083476946429)","('/home/wb/Documents/furniture/Altra_Princeton_White_Lateral_File', 5.1085594989561587)"
24,"(u'Shaker_Series_30-inch_Natural_Finish_5.5-inch_Deep_Shelf_On_The_Wall_Cabinet', 13.619519861558739)","('/home/wb/Documents/furniture/Shaker_Series_18-inch_Natural_Finish_2.5-inch_Deep_Inside_On_The_Wall_Cabinet', 1.277963435774647)","(u'Baxton_Studio_Espresso_Shoe-Rack_Modern_Cabinet', 0.60167028779169496)","(u'48-inch_Ashley_Series_On_the_Wall_Cabinet', 6)","(u'48-inch_Ashley_Series_On_the_Wall_Cabinet', 15.683083476946429)","('/home/wb/Documents/furniture/Altra_Wooden_Side_Table', 5.1085594989561587)"
25,"(u'Andrew_Series_Right_Hand_Double_Offset_On_the_Wall_Cabinet_(3.5_inches_deep)', 12.778808758993387)","('/home/wb/Documents/furniture/Shaker_Series_18-inch_Natural_Finish_5.5-inch_Deep_Inside_On_The_Wall_Cabinet', 1.277963435774647)","(u'Ashley_Series_48x7.25-inch_Unfinished_Wood_Wall_Cabinet', 0.60167028779169496)","(u'Ashley_Series_42-inch_Wood_Glass_Wall_Cabinet', 6)","(u'Ashley_Series_42-inch_Wood_Glass_Wall_Cabinet', 15.683083476946429)","('/home/wb/Documents/furniture/Andrew_Series_Right_Hand_Double_Offset_On_the_Wall_Cabinet_(3.5_inches_deep)', 5.1085594989561587)"
26,"(u'Classique_18-inch_White_Medicine_Cabinet_by_Elegant_Home_Fashions', 12.778808758993387)","('/home/wb/Documents/furniture/Shaker_Series_24-inch_Natural_Finish_2.5-inch_Deep_Inside_On_The_Wall_Cabinet', 1.277963435774647)","(u'Simple_Living_Sliding_Door_Stackable_Cabinet', 0.60167028779169496)","(u'Altra_Heartland_Cabinetry_Keystone_30-inch_Short_Wall_Cabinet_W3015', 6)","(u'Altra_Heartland_Cabinetry_Keystone_30-inch_Short_Wall_Cabinet_W3015', 15.683083476946429)","('/home/wb/Documents/furniture/Architectural_Wall_Cabinet,_White_with_Indigo_interior', 5.1085594989561587)"
27,"(u'Yvette_2_Door_Floor_Cabinet_by_Elegant_Home_Fashions', 12.778808758993387)","('/home/wb/Documents/furniture/Harper_Bistro_and_Ochre_Vine_Accent_Cabinet', 1.275754857860891)","(u'Bayfield_White_Shutter_Door_Corner_Wall__Cabinet_by_Elegant_Home_Fashions', 0.60167028779169496)","(u'Classique_Espresso_Corner_Wall_Cabinet_by_Elegant_Home_Fashions', 5)","(u'Classique_Espresso_Corner_Wall_Cabinet_by_Elegant_Home_Fashions', 13.06923623078869)","('/home/wb/Documents/furniture/Architectural_Wall_Cabinet,_Whitewashed_Finish', 5.1085594989561587)"
28,"(u'Bush_Furniture_Aero_2-door_Tall_Storage_Cabinet', 12.778808758993387)","('/home/wb/Documents/furniture/Inval_Kitchen_Storage_Cabinet', 1.275754857860891)","(u'Agni_Modern_and_Contemporary_Dark_Brown_Buffet_and_Hutch_Kitchen_Cabinet', 0.53499905186758656)","(u'Furniture_of_America_Studio_5-shelf_Red_Cocoa_Shoe_Cabinet', 5)","(u'Furniture_of_America_Studio_5-shelf_Red_Cocoa_Shoe_Cabinet', 13.06923623078869)","('/home/wb/Documents/furniture/Ashley_42-inch_Wood_Wall-mount_Cabinet', 5.1085594989561587)"
29,"(u'Home_Styles_Montego_Bay_One_Door_Multi-purpose_Storage_Cabinet', 12.778808758993387)","('/home/wb/Documents/furniture/Shaker_Series_30-inch_Natural_Finish_5.5-inch_Deep_Inside_On_The_Wall_Cabinet', 1.275754857860891)","(u'Chamberlain_Linen_Tower_Storage_Cabinet_by_Elegant_Home_Fashions', 0.53499905186758656)","(u'Classique_Espresso_Double-door_Floor_Cabinet_by_Elegant_Home_Fashions', 5)","(u'Classique_Espresso_Double-door_Floor_Cabinet_by_Elegant_Home_Fashions', 13.06923623078869)","('/home/wb/Documents/furniture/Ashley_48-inch_Wall-mount_Cabinet_with_Shelf', 5.1085594989561587)"
